name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched,state,zipcode,store_type
Neet Nails,"376 Washington St # 3, Norwell, MA 02061",Nail salon,Norwell,http://www.neetnails.com/,,,,,http://www.neetnails.com/contact-us.html,"
				Contact Us...
			",1,MA,02061,beauty_salon
Blink Eyelash Extensions Studio Boutique and Bar,"68 Webster St, Hanover, MA 02339",Beauty salon,Hanover,http://www.blinklashextensions.com/,,,,,http://www.blinklashextensions.com/eyelash-extensions-hanover-ma-south-shore-contact-us.html,"
				Contact
			",1,MA,02339,beauty_salon
Vina Nails and Spa,"326 N Main St, Randolph, MA 02368",Nail salon,Randolph,http://vinanailsandspa.com/,,,,,http://vinanailsandspa.com/contact.php,,1,MA,02368,beauty_salon
Salon 605,"605 Great Rd, Stow, MA 01775",Beauty salon,Stow,https://www.salonsix0five.com/,,,,,https://www.salonsix0five.com/mailto:salon605@gmail.com,Contact Me,1,MA,01775,beauty_salon
Au Pair in America Melinda Brooks,"31 7 Star Ln, Concord, MA 01742",Beauty salon,Concord,http://www.aupairinamerica.com/,,,,,https://www.aupairinamerica.com/contact_us.asp,contact us,1,MA,01742,beauty_salon
Moodz Spa Salon & Boutique,"19 Pelham Island Rd, Wayland, MA 01778",Beauty salon,Wayland,http://moodz.com/,,,,,http://moodz.com/Contact.html,"





Contact


",1,MA,01778,beauty_salon
The Glam Room,"288 Littleton Rd #14, Westford, MA 01886",Makeup artist,Westford,http://www.theglamroomma.com/,,,,,https://theglamroomma.com/contact/,Contact,1,MA,01886,beauty_salon
Shear Madness,"222 Great Rd, Littleton, MA 01460",Hair salon,Littleton,http://shearmadnesslittleton.com/,,,,,https://www.shearmadnesslittleton.com/contact-us,CONTACT US,1,MA,01460,beauty_salon
Acton Skin Care,"77 Great Rd #2, Acton, MA 01720",Skin care clinic,Acton,http://actonskincare.com/,,,,,http://actonskincare.com/,Contact Us,1,MA,01720,beauty_salon
Acton Massage,"481 Great Rd #9, Acton, MA 01720",Massage therapist,Acton,https://www.nancyamesmt.com/,,,,,https://www.nancyamesmt.com/contact,Contact,1,MA,01720,beauty_salon
Marjon Hair Design Inc,"334 Stockbridge Rd, Great Barrington, MA 01230",Hair salon,Great Barrington,https://marjonhair.wixsite.com/,,,,,https://marjonhair.wixsite.com/mysite/contact-us,CONTACT US,1,MA,01230,beauty_salon
Healthy Image,"616 Main St, Williamstown, MA 01267",Medical spa,Williamstown,https://www.healthyimagema.com/,,,,,https://www.healthyimagema.com/contact-us/,Request Appointment,1,MA,01267,beauty_salon
Heads Up Hair Salon,"11 Main St, Natick, MA 01760",Beauty salon,Natick,http://salonheadsup.com/,,,,,http://salonheadsup.com/contact,"
        Contact Us
      ",1,MA,01760,beauty_salon
BOSTON LASH  Eyelash Extensions,"509 E 1st St, South Boston, MA 02127",Beauty salon,South Boston,http://www.bostonlash.com/,,,,,http://www.bostonlash.com/contactus,CONTACT US,1,MA,02127,beauty_salon
Salon Eva Michelle,"37 Newbury St 4th floor, Boston, MA 02116",Beauty salon,Boston,http://www.salonevamichelle.com/,,,,,http://www.salonevamichelle.com/contact,"
              Contact
            ",1,MA,02116,beauty_salon
Hair Place One,"85 Quincy Ave #4, Quincy, MA 02169",Beauty salon,Quincy,http://www.hairplaceone.com/,,,,,http://www.hairplaceone.com/hair-salon-quincy-ave-ma-contact-us.html,Contact Us,1,MA,02169,beauty_salon
MedeirosAntho Wendy L,"271 Carew St, Springfield, MA 01104",Beauty salon,Springfield,http://www.mercycares.com/,,,,,http://www.mercycares.com/contactus-31,Contact Us,1,MA,01104,beauty_salon
Zenergy Spa,"13 S Bridge Dr, Agawam, MA 01001",Spa,Agawam,https://www.z-energyspa2.com/,,,,,https://www.z-energyspa2.com/contact_us,Contact us,1,MA,01001,beauty_salon
Bar Beauty  Alta Moda,"906 Shaker Rd, Longmeadow, MA 01106",Hair salon,Longmeadow,http://www.barbeautyataltamoda.com/,,,,,http://www.barbeautyataltamoda.com/home/contact/,Contact,1,MA,01106,beauty_salon
Darker Image,"303 Walnut St, Agawam, MA 01001",Tanning salon,Agawam,http://www.darkimagetanning.com/,,,,,http://darkimagetanning.com/contact/,Contact,1,MA,01001,beauty_salon
Beach House Tan Agawam,"850 Suffield St, Agawam, MA 01001",Tanning salon,Agawam,http://www.beachhousetan.com/,,,,,https://www.beachhousetan.com/contact/,Locations,1,MA,01001,beauty_salon
Pure Massage and Bodywork,"46 Suffield St, Agawam, MA 01001",Massage therapist,Agawam,http://puremassageandbodywork.com/,,,,,http://puremassageandbodywork.com/contact.html,Contact,1,MA,01001,beauty_salon
St Cyr Salon & Spa,"235 Park Ave, Worcester, MA 01609",Beauty salon,Worcester,http://stcyrsalon.com/,,,,,http://stcyrsalon.com/contact.html,Contact,1,MA,01609,beauty_salon
Latino Beauty Salon,"3125 Washington St, Roxbury, MA 02119",Beauty salon,Roxbury,http://www.latinobeautysalonboston.com/,,,,,https://latinobeautysalonboston.com/contact/,Contact Us,1,MA,02119,beauty_salon
Ultra Beauty Salon,"401 Centre St, Jamaica Plain, MA 02130",Beauty salon,Jamaica Plain,http://www.ultrabeautysalon.com/,,,,,http://www.ultrabeautysalon.com/contact,Contact Us,1,MA,02130,beauty_salon
Vibrant Beauty Salon,"585 Massachusetts Ave, Boston, MA 02118",Nail salon,Boston,http://vibrantbeautysalon.com/,,,,,https://vibrantbeautysalon.com/contact-us/,Contact Us,1,MA,02118,beauty_salon
Salon Reyna,"4 Railroad Ave, Bedford, MA 01730",Beauty salon,Bedford,http://www.thesalonreyna.com/,,,,,https://thesalonreyna.com/contact/,Contact,1,MA,01730,beauty_salon
Brian Richards Salon,"456 W Central St #3, Franklin, MA 02038",Beauty salon,Franklin,http://www.brianrichardsalon.com/,,,,,http://www.brianrichardsalon.com/contact.html,Contact,1,MA,02038,beauty_salon
Suite 2 Beauty Bar,"155 Broadway Rd #2, Dracut, MA 01826",Beauty salon,Dracut,http://www.suite2beautybar.com/,,,,,https://www.suite2beautybar.com/contact-us/,Contact Us,1,MA,01826,beauty_salon
Sei Bella Salon,"49 Boltwood Walk, Amherst, MA 01002",Hair salon,Amherst,http://www.seibellasalon.com/,,,,,https://www.seibellasalon.com,CONTACT,1,MA,01002,beauty_salon
salon invi,"28 Chestnut St, Andover, MA 01810",Beauty salon,Andover,http://saloninvi.com/,,,,,http://saloninvi.com/contact/,Contact,1,MA,01810,beauty_salon
New Image Hair Salon,"187 Cambridge St, Burlington, MA 01803",Beauty salon,Burlington,http://newimagesalonburlington.com/,,"Long-running, down-to-earth salon for haircuts & coloring services, plus texturing treatments.",,,https://www.salonbuilder.com/website/169655/contact.asp,Contact,1,MA,01803,beauty_salon
Salon Forty Four,"44 Main St, Boston, MA 02129",Beauty salon,Boston,http://salonfortyfour.com/,,,,,https://salonfortyfour.com/contact-us/,Contact Us,1,MA,02129,beauty_salon
