name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Maynard Village Pizza,"86 Powder Mill Rd, Maynard, MA 01754",Pizza,Maynard,,https://www.maynardvillagepizza.biz/,http://www.maynardvillagepizza.biz/menu.pdf,,https://maynardvillage.foodtecsolutions.com/contact,,Contact us,1,MA,01754,restaurant
Legend Cafe & Catering,"5 Spruce St, Acton, MA 01720",Cafe,Acton,,http://legend-cafe.com/,,,http://legend-cafe.com/#contact,, Contact,1,MA,01720,restaurant
Nancy's Air Field Cafe,"302 Boxboro Rd, Stow, MA 01775",American,Stow,"With a view of the planes, this cheery spot serves up eclectic daytime eats, plus weekend dinners.",http://www.nancysairfieldcafe.com/,http://www.nancysairfieldcafe.com/menus/pick-up-menu/,,http://www.nancysairfieldcafe.com/contact/,,Contact Us,1,MA,01775,restaurant
Atlantic Sea Grill,"77 Great Rd, Acton, MA 01720",Seafood,Acton,"Long-standing seafood joint offering clam chowder, lobster & grilled fish in an old-school setting.",https://atlanticseagrill.net/,http://atlanticseagrill.net/lunch-menu/,,https://atlanticseagrill.net/contact/,,Contact,1,MA,01720,restaurant
Emma's Cafe,"117 Great Rd, Stow, MA 01775",Restaurant or cafe,Stow,Locally sourced bites & health-conscious drinks in a neighborhood hangout serving breakfast all day.,http://www.emmascafestowmass.com/,,,http://www.emmascafestowmass.com/contact,,"
            Contact
          ",1,MA,01775,restaurant
Gigi's Restaurant,"177 Main St, Maynard, MA 01754",Vietnamese,Maynard,,http://gigisrestaurant.com/,,,http://gigisrestaurant.com/#contact,,Contact,1,MA,01754,restaurant
Pizza Express,"62 Main St, Maynard, MA 01754",Pizza,Maynard,,http://www.pizzaexpressmaynard.com/,,,http://www.pizzaexpressmaynard.com/Pizza-Delivery-Contact-Maynard-MA.html,,Contact,1,MA,01754,restaurant
Great Road Kitchen,"613 Constitution Ave, Littleton, MA 01460",Oyster Bar,Littleton,"Modern oyster bar & American grill with cocktails, craft beer, shuffleboard tables & several TVs.",http://www.greatroadkitchen.com/,http://www.greatroadkitchen.com/p/drinks.html,,https://www.greatroadkitchen.com/p/contact.html,,Connect,1,MA,01460,restaurant
Smack Noodle,"45 Main St, Maynard, MA 01754",Ramen,Maynard,,https://www.smacknoodle.com/,https://www.smacknoodle.com/#menu,,https://www.smacknoodle.com/main#scroll-1418,,Contact,1,MA,01754,restaurant
Karma,"105 Thoreau St, Concord, MA 01742",Asian Fusion,Concord,Restaurant serving Pan-Asian fare & French-influenced sushi in a trendy space with a bar.,http://www.karmaconcord.com/,http://places.singleplatform.com/karma-155/menu?ref=google,,https://www.karmaconcord.com/contact-us,,Contact Us,1,MA,01742,restaurant
Masala Bay,"501 Constitution Ave, Littleton, MA 01460",Indian,Littleton,"Traditional Indian cuisine, imported beers & a daily lunch buffet in an airy, contemporary space.",http://www.masalabayik.com/,http://masalabayik.com/,,http://www.masalabayik.com/#business_info,,CONTACT,1,MA,01460,restaurant
The Family Delicatessen,"129 Main St, Maynard, MA 01754",Restaurant,Maynard,,https://familydelicatessen.com/,,,https://familydelicatessen.com/tel:9782985147,,(978) 298-5147,1,MA,01754,restaurant
Stow House of Pizza,"156 Great Rd, Stow, MA 01775",Pizza,Stow,,http://stowhouseofpizza.com/,,,http://stowhouseofpizza.com/contact/,,Contact,1,MA,01775,restaurant
Bravo Pizza,"1233 Massachusetts Ave, Boxborough, MA 01719",Pizza,Boxborough,,http://bravopizzaboxboro.com/,,,http://bravopizzaboxboro.com/contact/4212131,,CONTACT,1,MA,01719,restaurant
Rapscallion Kitchen & Bar,"208 Fitchburg Turnpike, Concord, MA 01742",Restaurant,Concord,,http://drinkrapscallion.com/,http://places.singleplatform.com/rapscallion-kitchen--bar/menu?ref=google,,http://drinkrapscallion.com/contact-concord-restaurant/,,Contact Us,1,MA,01742,restaurant
