name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched,state,zipcode,store_type
Brewster Book Store Inc,"2648 Main St, Brewster, MA 02631",Book store,Brewster,http://www.brewsterbookstore.com/,,,,,http://www.brewsterbookstore.com/contactus,Contact Us,1,MA,02631,book_store
Bookstore & Restaurant,"50 Kendrick Ave, Wellfleet, MA 02667",Book store,Wellfleet,http://www.wellfleetoyster.com/,http://wellfleetoyster.com/,Quirky family-run eatery with a bookstore attached serves casual seafood & inventive cocktails.,,,https://www.wellfleetoyster.com/contact/,Contact,1,MA,02667,book_store
Annie's Book Stop,"65 James St, Worcester, MA 01603",Book store,Worcester,http://anniesbooksworcester.com/,,,,,http://anniesbooksworcester.com/Annies_Book_Stop_Contact_Us_Worcester_MA.html,Contact Us,1,MA,01603,book_store
Booklovers' Gourmet,"#A, 55 East Main Street, Webster, MA 01570",Book store,Webster,http://www.bookloversgourmet.com/,,,,,http://bookloversgourmet.com/contact-us/,Contact Us,1,MA,01570,book_store
Charity Guild Food Pantry,"404 N Main St, Brockton, MA 02301",Thrift store,Brockton,http://www.thecharityguild.org/,,,,,https://visitor.r20.constantcontact.com/d.jsp?llr=l5osit8ab&p=oi&m=1129149184971&sit=6ou7it7lb&f=8ba4bc7f-65eb-492d-8027-c53104de0b87,,1,MA,02301,book_store
Yellow Umbrella Books,"501 Main St, Chatham, MA 02633",Book store,Chatham,http://yellowumbrellabooks.net/,,,,,http://yellowumbrellabooks.net/contact-us/1951172,CONTACT US,1,MA,02633,book_store
Amherst Books,"8 Main St, Amherst, MA 01002",Book store,Amherst,https://www.amherstbooks.com/,,,,,https://www.amherstbooks.com/mailto:webmail@amherstbooks.com,Contact Us!,1,MA,01002,book_store
Broadside Bookshop,"247 Main St, Northampton, MA 01060",Book store,Northampton,http://www.broadsidebooks.com/,,,,,http://www.broadsidebooks.com/contact-us,Contact Us,1,MA,01060,book_store
Federal Street Books,"8 Federal St, Greenfield, MA 01301",Used book store,Greenfield,https://federalstreetbooks.com/,,,,,https://federalstreetbooks.com/pages/contact-us,"
              Contact
            ",1,MA,01301,book_store
The Bookloft,"332 Stockbridge Rd, Great Barrington, MA 01230",Book store,Great Barrington,http://www.thebookloft.com/,,,,,http://www.thebookloft.com/contact-us,Contact Us,1,MA,01230,book_store
Battleground Games & Hobbies,"910 Broadway Unit D, Saugus, MA 01906",Game store,Saugus,http://www.battlegroundgames.com/,,,,,http://store.battlegroundgames.com/contact_us,Contact Us,1,MA,01906,book_store
Booklink Booksellers,"150 Main St, Northampton, MA 01060",Book store,Northampton,https://thornesmarketplace.com/,http://places.singleplatform.com/booklink-booksellers/menu?ref=google,,,,https://thornesmarketplace.com/about-thornes/contact/,Contact,1,MA,01060,book_store
Caliban Book Shop,"410 S Craig St, Pittsburgh, PA 15213",Book store,Pittsburgh,http://www.calibanbooks.com/,,,,,https://www.calibanbooks.com/contact-us/,Contact Us,1,PA,15213,book_store
St Vincent de Paul Society,"173 Washington St, Plainville, MA 02762",Thrift store,Plainville,http://www.svdpboston.com/,,,,,http://www.svdpboston.com/contact.php,Contact Us,1,MA,02762,book_store
The WardeRobe,"810 Broad St, Weymouth, MA 02189",Thrift store,Weymouth,http://hopesclosetboutique.com/,,,,,http://hopesclosetboutique.com/contact-us.html,"
				Contact Us
			",1,MA,02189,book_store
DeColores Christian Books & Gifts,"34 N Broadway, Salem, NH 03079",Christian book store,Salem,http://decoloreschristianbooks.com/,,,,,http://decoloreschristianbooks.com/contact-us,Contact Us,1,NH,03079,book_store
