name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
East Bloomfield Historical Society,"8 South Ave, Whitman, MA 02382",Museum,abington,,http://www.ebhs1838.org/contact-us/,,,,,,1
Fuller Craft Museum,"455 Oak St, Brockton, MA 02301",Art museum,abington,,http://www.fullercraft.org/,,,,,,1
H L Blanchard Museum,"188 W Main St, Avon, MA 02322",Museum,abington,,http://www.blanchardstavern.com/,,,./Contact.html,,Contacts,1
Toll House Inn Historical Site,"370-382 Bedford St, Whitman, MA 02382",Museum,abington,,,,,,,,1
Brockton Fire Museum,"216 N Pearl St, Brockton, MA 02301",Museum,abington,,http://www.firemuseums.com/,,,,,,1
First Congrational Church,,Museum,abington,,,,,,,,1
Aluminate,,Museum,abington,,,,,,,,1
Ceramic Open Studio at Fuller Craft Museum,"455 Oak St, Brockton, MA 02301",Art museum,abington,,http://www.fullercraft.org/,,,,,,1
TheOR,,Museum,abington,,,,,,,,1
Braintree Historical Society,"786 Washington St, Braintree, MA 02184",Museum,abington,,https://www.braintree-historical.org/,,,https://www.braintree-historical.org/Contact-Us,,Contact Us,1
Children's Museum In Easton,"9 Sullivan Ave, North Easton, MA 02356",Children's museum,abington,,http://cmeaston.org/,,,https://www.cmeaston.org/contact/request-a-donation/,,Request a Donation,1
United States Naval Shipbuilding Museum & The USS Salem,"549 South St, Quincy, MA 02169",Museum,abington,,,,,,,,1
Green Dock Museum,,Museum,abington,,,,,,,,1
South Shore Model Railway Club & Museum,"52 Bare Cove Park Dr, Hingham, MA 02043",Museum,abington,,http://www.ssmrc.org/,,,contact.htm,,"
",1
Museum of American Bird Art at Mass Audubon,"963 Washington St, Canton, MA 02021",Art museum,abington,,http://massaudubon.org/maba,,,/contact-us,,Contact Us,1
Snake Conservation & Applied Research Facility SCARF,"500 Columbian St, Weymouth, MA 02190",Museum of zoology,abington,,http://snakefacility.org/?utm_source=gmb&utm_medium=referral,,,,,Contact Us,1
Keith House  Old Bridgewater Historical Society,"199 River St, West Bridgewater, MA 02379",Historical place museum,abington,,https://www.oldbridgewater.org/,,,,,,1
Abigail Adams Birthplace,"180 Norton St, Weymouth, MA 02191",Museum,abington,,http://www.abigailadamsbirthplace.com/,,,,,,1
Bare Cove Fire Museum,"45, Bare Cove Park Dr, Hingham, MA 02043",Museum,abington,,https://barecovefiremuseum.org/,,,https://policies.google.com/privacy,,Privacy Policy,1
Plaza con luces,"87 Main St, Avon, MA 02322",Museum,abington,,,,,,,,1
Hingham Historical Society,"34 Main St, Hingham, MA 02043",Museum,abington,,http://hinghamhistorical.org/,,,https://hinghamhistorical.org/contact/,, Contact,1
The Old Ordinary of The Hingham Historical Society,"21 Lincoln St, Hingham, MA 02043",Museum,abington,,http://hinghamhistorical.org/,,,https://hinghamhistorical.org/contact/,, Contact,1
Indian caves,,Museum,abington,,,,,,,,1
The Hansito Avellan Existence Museum,,Museum,abington,,,,,,,,1
Quincy Quarry & Granite,"Quincy, MA 02269",Museum,abington,,http://www.quincyquarrymuseum.org/,,,/contact-us.html,,"
				Contact Us
			",1
South Shore Model Railway Club & Muse,"52 Bare Cove Park Dr, Hingham, MA 02043",Museum,abington,,http://www.ssmrc.org/,,,contact.htm,,"
",1
John Cary Historic Marker,"Bryant St, West Bridgewater, MA 02379",Museum,abington,,,,,,,,1
Rev James Keith Parsonage,"West Bridgewater, MA 02379",Museum,abington,,,,,,,,1
Stoughton Historical Society,"6 Park St, Stoughton, MA 02072",Museum,abington,,http://www.stoughton.org/,,,/contacts-directory,,Government,1
USS Salem,"549 South St, Quincy, MA 02169",Museum,abington,,,,,,,,1
Museum of Family Prayer,"518 Washington St, North Easton, MA 02356",Museum,abington,,https://www.museumoffamilyprayer.org/,,,,,,1
Hingham Town Common,"Common St, Hingham, MA 02043",Museum,abington,,,,,,,,1
Private Arthur B Hurley Memorial Square,"Sea St, Weymouth, MA 02191",Museum,abington,,,,,,,,1
Ames Chapel,"02043, Hingham, MA 02043",Museum,abington,,http://www.hinghamcemetery.org/,,,https://hinghamcemetery.org/contact-us/,,Contact Us,1
Sharon Historical Society,"18 Main St, Sharon, CT 06069",Local history museum,abington,,http://sharonhist.org/,,,http://sharonhist.org/about/contact/,,Contact,1
Tidal Grist Mill,"600-616 Southern Artery, Quincy, MA 02169",Museum,abington,,,,,,,,1
Hatch Lots Conservation,"467-451 Grove St, Norwell, MA 02061",Museum,abington,,,,,,,,1
Hull Life Saving Museum,"1117 Nantasket Ave, Hull, MA 02045",Local history museum,abington,,http://www.hulllifesavingmuseum.org/,,,,,,1
Beechwood Meetinghouse and Museum,"51 Church St, Cohasset, MA 02025",Historical place museum,abington,,https://www.cohassethistoricalsociety.org/capital-campaign,,,,,,1
Ponkapoag Boundary Marker,"Fuller St, Canton, MA 02021",Museum,abington,,,,,,,,1
Jones Park,,Museum,abington,,,,,,,,1
CASA,,Museum,abington,,,,,,,,1
Digger O'Dell's,"Hull, MA 02045",Museum,abington,,,,,,,,1
Museum of Fine Arts Boston,"465 Huntington Ave, Boston, MA 02115",Art museum,abington,,https://www.mfa.org/,,,/about/contact-us,,Contact,1
Museum of Science,"1 Museum Of Science Driveway, Boston, MA 02114",Science museum,abington,,http://www.mos.org/,,,https://facebook.com/museumofscience,,Find us on Facebook,1
Maritime and Irish Mossing Museum,"301 Driftway, Scituate, MA 02066",Museum,abington,,http://scituatehistoricalsociety.org/maritime/,,,,,,1
Eustis Estate Museum and Study Center,"1424 Canton Ave, Milton, MA 02186",History museum,abington,,https://www.historicnewengland.org/property/eustis-estate-museum-study-center/,,,https://www.historicnewengland.org/about-us/contact-us/,,Contact Us,1
Middleboro Historical Museum,"18 Jackson St, Middleborough, MA 02346",Museum,abington,,http://middleboroughhistoricalassociation.org/,,,http://middleboroughhistoricalassociation.org/location/,,Our Location/Contact Info,1
Old Colony History Museum,"66 Church Green, Taunton, MA 02780",Local history museum,abington,,http://www.oldcolonyhistorymuseum.org/,,,http://www.oldcolonyhistorymuseum.org/contact-us/,,Contact,1
Blue Hills Trailside Museum,"1904 Canton Ave, Milton, MA 02186",Museum,abington,,http://www.massaudubon.org/bluehills,,,/contact-us,,Contact Us,1
Isabella Stewart Gardner Museum,"25 Evans Way, Boston, MA 02115",Art museum,abington,,https://www.gardnermuseum.org/,,,/organization/contact-us,,Contact Us,1
Boston Children's Museum,"308 Congress St, Boston, MA 02210",Children's museum,abington,,http://www.bostonchildrensmuseum.org/,,,/contact-form,,Contact Us,1
Halifax Historical Commission,"600R Gliniewicz Way, Abington, MA 02351",History museum,abington,,http://abingtonhistory.org/,,,/contact.htm,,Contact Us,1
Forbes House Museum,"215 Adams St, Milton, MA 02186",Museum,abington,,http://www.forbeshousemuseum.org/,,,#contact,,Contact,1
Plimoth Plantation,"137 Warren Ave, Plymouth, MA 02360",History museum,abington,,http://www.plimoth.org/,,,/contact-us,,View all contacts,1
Robbins Museum of Archaeology,"17 Jackson St, Middleborough, MA 02346",Museum,abington,,https://massarchaeology.org/robbins-museum/about/,,,https://massarchaeology.org/contact/,,Contact,1
The Old House at Peace field  Adams National Historical Park,"135 Adams St, Quincy, MA 02169",Historical place museum,abington,,https://www.nps.gov/adam/learn/historyculture/places.htm,,,/adam/contacts.htm,,Contact the Park,1
Boston Tea Party Ships & Museum,"306 Congress St, Boston, MA 02210",Museum,abington,"Floating history museum with live reenactments, multimedia exhibits & a tearoom.",https://www.bostonteapartyship.com/,,,#,,Contact,1
John F Kennedy Presidential Library and Museum,"Columbia Point, Boston, MA 02125",Museum,abington,,https://www.jfklibrary.org/,,,https://www.instagram.com/jfklibrary/,, ,1
USS Constitution Museum,"Building 22, Charlestown Navy Yard, Charlestown, MA 02129",History museum,abington,,https://ussconstitutionmuseum.org/,,,https://ussconstitutionmuseum.org/contact-us/,,Contact Us,1
