name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt
El Tejocote restaurant,"12384 Palmdale Rd, Victorville, CA 92392",Mexican,adelanto,,,http://places.singleplatform.com/el-tejocote/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
El Montecito Mexican & American Restaurant,"11720 Bartlett Ave, Adelanto, CA 92301",Mexican,adelanto,,,,,,,
Wingstop,"14181 US-395 #201, Victorville, CA 92392",Chicken Wings,adelanto,Casual counter-serve chain serving a variety of chicken wings & sides in an aviation-themed space.,https://www.wingstop.com/location/wingstop-1234-victorville-ca-92392/menu?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,,,,,
Flame Broiler,"14148 US-395 #3-B, Adelanto, CA 92301",Fast Food,adelanto,"Simple fast-food chain preparing Korean-style meat & rice bowls with no dairy, trans-fat or frying.",http://www.flamebroilerusa.com/,,/giftcard-tc/,/contact/,Gift Card Terms & Conditions,Contact
Del Taco,"14200 US-395, Adelanto, CA 92301",Fast Food,adelanto,"Fast-food chain for Mexican standards like tacos, burritos & quesadillas plus breakfast.",http://www.deltaco.com/,http://places.singleplatform.com/del-taco-202/menu?ref=google,https://deltaco.wgiftcard.com/responsive/landing_responsive/landing/deltaco,contactus,Gift Cards,Contact Us
KFC,"14258 US-395, Adelanto, CA 92301",Chicken,adelanto,"Fast-food chain known for its buckets of fried chicken, plus wings & sides.",https://locations.kfc.com/ca/adelanto/14258-highway-395,https://www.kfc.com/menu/chicken,,https://www.kfc.com/about/contact-us,,Contact Us
Taco Bell,"14181 U.S. Highway 395 Building #C, Victorville, CA 92392",Fast Food,adelanto,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",https://locations.tacobell.com/ca/victorville/14181-u-s--highway-395.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=031603&utm_content=website,https://www.tacobell.com/food?store=031603&utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=031603&utm_content=menu,https://www.tacobell.com/gift-cards,https://www.tacobell.com/contact-us,Gift Cards,Contact Us
Wendy's,14181 Us Hwy 395,Fast Food,adelanto,,,,,,,
Americano Mexican Cajun Grill,11272 Palmdale Rd,Restaurant,adelanto,,,,,,,
Panda Express,14361 US395,Chinese,adelanto,,,,,,,
Subway,14148 Hwy 395 Suite 3A,Sandwich,adelanto,,,,,,,
El Pollo Loco,12294 Palmdale Rd,Mexican,adelanto,,,,,,,
Long John Silver's,14258 US395,Fast Food,adelanto,,,,,,,
LU'S KITCHEN 395,11336 Bartlett Ave1,Restaurant,adelanto,,,,,,,
Burger King,12077 Palmdale Rd,Fast Food,adelanto,,,,,,,
Lee's Donuts,12091 Air Expy,Donuts,adelanto,,,,,,,
McDonald's,12254 Palmdale Rd,Fast Food,adelanto,,,,,,,
Delicious Tacos & More Catering Services,12002 Air Expy,Grill,adelanto,,,,,,,
Dunagan's Market,11913 Bartlett Ave,Restaurant,adelanto,,,,,,,
Domino's Pizza,12274 Palmdale Rd,Pizza Delivery,adelanto,,,,,,,
Denny's,11824 Air Expy,Fine Dining,adelanto,,,,,,,
Long John Silver's,14258 US395,Seafood,adelanto,,,,,,,
Mago,"3762 Piedmont Ave, Oakland, CA 94611",Restaurant,alameda,Stylish neighborhood venue with a rotating menu of wood-fired Northern California fare & drinks.,https://www.magorestaurant.com/,https://www.magorestaurant.com/menus/,/gift/,mailto:info@magorestaurant.com,Gift card,"
Contact us via Email.
"
Trabocco Kitchen and Cocktails,"2213 S Shore Center, Alameda, CA 94501",Italian,alameda,"Stylish, lively restaurant serving locavore Californian & Italian fare & drinks in spacious digs.",http://www.trabocco.com/,http://places.singleplatform.com/trabocco-kitchen-and-cocktails/menu?ref=google,https://trabocco.com/gift-certificate/,https://trabocco.com/contact-us/,Gift Certificate,Contact Us
Angelas Kitchen,"1640 Park St, Alameda, CA 94501",American,alameda,A menu featuring classic American bistro fare & cocktails in a no-frills space with warm decor.,https://angelasalameda.com/,,,contact,,contact
Scolari's Good Eats,"1303 Park St, Alameda, CA 94501",Hamburger,alameda,"Compact go-to for stromboli, burgers & Buffalo fries with optional delivery to the bar next door.",http://www.scolarisgoodeats.com/parkst,,,/contactpark,,"



"
Burma Superstar,"1345 Park St, Alameda, CA 94501",Burmese,alameda,Bustling eatery offering homestyle Burmese specialties in snug & simple surrounds.,https://www.burmainc.com/superstar-oakland-alameda,https://www.burmainc.com/new-page-2,,,,
Pappo,"2320 Central Ave, Alameda, CA 94501",New American,alameda,Casual & rustic eatery for drinks & a menu of New American cuisine made with seasonal ingredients.,http://papporestaurant.com/,,,,,
American Oak,"2319 Santa Clara Ave, Alameda, CA 94501",American,alameda,Refined eatery & bar with an upscale menu of gourmet comfort foods & over 100 whiskeys & bourbons.,http://www.americanoakalameda.com/,,,,,
East Ocean Seafood Restaurant,"1713 Webster St, Alameda, CA 94501",Chinese,alameda,Established choice for Cantonese Chinese fare & dim sum in a banquet hall with opulent Asian decor.,http://www.eastoceanseafoodrestaurant.com/,,,/wedding-clone,,Contact
1400 Bar & Grill,"1400 Webster St, Alameda, CA 94501",Grill,alameda,"Old-school hangout offers a full bar, diverse comfort grub & regular live music in a comfy interior.",http://1400barandgrill.com/,http://1400barandgrill.com/beer/,,mailto:teamcooperakis@gmail.com,,Contact
Mama Papa Lithuania Restaurant,"1241 Park St, Alameda, CA 94501",Lithuanian,alameda,Old-world-chic Lithuanian restaurant & tea house featuring a traditional menu & a beer garden.,http://www.mamapapalithuania.com/,http://places.singleplatform.com/mama-papa-lithuania-restaurant/menu?ref=google,,http://www.mamapapalithuania.com/find-us/,,Find us
Ole's Waffle Shop,"1507 Park St, Alameda, CA 94501",Hamburger,alameda,"This no-frills area diner offers an extensive American breakfast menu, plus steaks & sandwiches.",http://www.oleswaffleshop.com/,http://places.singleplatform.com/oles-waffle-shop/menu?ref=google,,,,
Utzutzu,"1428 Park St, Alameda, CA 94501",Sushi,alameda,"Stylish, diminutive destination that offers highbrow sushi & Japanese fare at cozy counter seats.",https://m.facebook.com/pages/Utzutzu/2140116899608899,,,,,
Cafe Jolie,"1500 Webster St, Alameda, CA 94501",French,alameda,Cozy spot for classic French-American dishes along with live music on the weekends.,http://www.cafejolies.com/,http://places.singleplatform.com/cafe-jolie/menu?ref=google,,,,
Pier 29,"1148 Ballena Blvd, Alameda, CA 94501",Seafood,alameda,"Steak & seafood star in this family-friendly restaurant with a full bar, patio & waterfront views.",,,,,,
Dragon Rouge Bistro Alameda,"2337 Blanding Ave, Alameda, CA 94501",Vietnamese,alameda,Waterfront Vietnamese eatery offers inventive cuisine & a lively bar scene in a contemporary space.,https://dragonrougebythebay.com/,https://dragonrougebythebay.com/menu,,,,
Homeskillet  Alameda,"1363 Park St, Alameda, CA 94501",Breakfast,alameda,This cafe & coffee bar with American breakfast & lunch fare has mismatched furniture & quirky art.,https://homeskillet-alameda.com/,,,/,,Contact Us
C'Era Una Volta,"1332 Park St STE D, Alameda, CA 94501",Italian,alameda,"Local art adorns this bright, bi-level eatery furnishing homestyle Italian dishes paired with wine.",http://www.ceraunavolta.us/,http://places.singleplatform.com/cera-una-volta/menu?ref=google,,https://www.ceraunavolta.us/reservations,,CONTACT US
La Penca Azul,"1440 Park St, Alameda, CA 94501",Mexican,alameda,"Long-running, family-owned Mexican restaurant offering an extensive menu & a bustling tequila bar.",http://www.lapencaazul.com/,http://places.singleplatform.com/la-penca-azul/menu?ref=google,/menu/gift-cards,/contact, GIFT CARDS, Contact
Pasta Pelican Restaurant,"2455 Mariner Square Dr, Alameda, CA 94501",Italian,alameda,"Italian place offering pasta, seafood & wine in a welcoming setting with fireplaces & harbor views.",http://www.pastapelican.com/,https://pastapelican.com/shop,,https://www.pastapelican.com/home/contact-us/,,Contact Us
India Palace,"737 Buena Vista Ave, Alameda, CA 94501",Indian,alameda,"Quaint option for classic Indian cuisine, plus vegetarian options & an all-you-can-eat lunch buffet.",http://www.indiapalacealameda.us/,https://www.mealhi5.com/India-Palace-Alameda/,,,,
Hang Ten Boiler,"2315 Santa Clara Ave, Alameda, CA 94501",Seafood,alameda,Easygoing cafe serving Hawaiian noodles & barbecue & Cajun-style boiled crab & crawfish.,http://www.hangtenboiler.com/,http://places.singleplatform.com/hang-ten-boiler/menu?ref=google,,https://www.hangtenboiler.com/contact-us,,FEEDBACK
Shirasoni Japanese Restaurant,"2660 5th St, Alameda, CA 94501",Japanese,alameda,"Spacious, family-friendly destination for 	teppanyaki, tempura, sushi & other Japanese classics.",,http://places.singleplatform.com/shirasoni/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Yojimbo,"1221 Park St, Alameda, CA 94501",Ramen,alameda,Miniature Japanese eatery serving udon & sushi amid pop culture artwork & anime on TV.,http://www.yojimboalameda.com/,https://www.yojimboalameda.com/,https://www.yojimboalameda.com/shop,https://www.yojimboalameda.com/contact-us,GIFT CERTIFICATE,CONTACT US
Abigail's Moroccan Cuisine,"1132 Ballena Blvd, Alameda, CA 94501",Moroccan,alameda,"Lively, unassuming Moroccan BYOB with bay views, belly dancing & a few outdoor tables.",http://www.abigailsalameda.com/,,,https://v2.myOnlineObjects.com/message/send/1560913777,,Contact Us
Phnom Penh House,"1514 Webster St, Alameda, CA 94501",Cambodian,alameda,This casual Southeast Asian restaurant features Cambodian specialties such as beef on a stick.,http://phnompenhhouse.com/,http://places.singleplatform.com/phnom-penh-house/menu?ref=google,,,,
Neptune's,"630 Central Ave, Alameda, CA 94501",Restaurant,alameda,"Daytime spot for New American dishes with a Southern accent in a modern, welcoming setting.",http://www.neptunesalameda.com/,,,,,
Jim's Coffee Shop,"2333 Lincoln Ave, Alameda, CA 94501",Restaurant,alameda,"Bright diner with comfy booths & a menu of homestyle American breakfasts, burgers & hearty dinners.",https://jimscoffeeshoptogo.com/,https://jimscoffeeshoptogo.com/,,#contact,,Contact Us
Asena,"2508 Santa Clara Ave, Alameda, CA 94501",Mediterranean,alameda,Cozy gray-walled eatery decked with paintings serving Mediterranean cuisine with a Cali twist.,http://www.asenarestaurant.com/,,,http://asenarestaurant.com/contact/,,Contact
Otaez,"1619 Webster St, Alameda, CA 94501",Mexican,alameda,"Vibrant eatery serving authentic Mexican fare such as tacos & chicken mole, plus happy hour drinks.",http://otaezrestaurant.com/,http://places.singleplatform.com/otaez-mexican-restaurant/menu?ref=google,,http://otaezrestaurant.com/contact/,,calling us
China House Restaurant,"2328 Santa Clara Ave, Alameda, CA 94501",Chinese,alameda,,,http://www.chinahousealameda.com/menu,,,,
The Park Street Tavern,"1901 Park St, Alameda, CA 94501",Restaurant,alameda,,http://theparkstreettavern.com/,,,https://theparkstreettavern.com/contact/,,Contact
Toomie's Thai By MeeChoke,"1433 Park St, Alameda, CA 94501",Thai,alameda,"Traditional Thai curries, noodles, fried rice & a menu of favorites served in a standard space.",http://www.toomiesthai.com/,http://www.toomiesthai.com/menu/,,#contact,,Contact
CK,"1544 Webster St, Alameda, CA 94501",Restaurant,alameda,Neighborhood locale with rustic accents serving New American lunch & dinner plus weekend brunch.,http://www.ckrestaurant.com/,,,,,
Alameda Grill,"1520 Park St, Alameda, CA 94501",Hamburger,alameda,,http://www.alamedagrill.com/,http://www.alamedagrill.com/menu.html,,,,
Monkey King At The Brewery,"1708 Park St, Alameda, CA 94501",Asian Fusion,alameda,Cajun-Creole comfort foods are offered at a counter in a graffiti-lined warehouse with beer flights.,http://monkeykingtogo.com/,http://places.singleplatform.com/monkey-king-at-the-brewery/menu?ref=google,,,,
Speisekammer,"2424 Lincoln Ave, Alameda, CA 94501",German,alameda,"Quaint German restaurant & bar offering classic dishes, lots of draft beers & occasional live music.",http://www.speisekammer.com/,http://places.singleplatform.com/speisekammer/menu?ref=google,,,,
Angel Fish Japanese Restaurant,"883 Island Dr C-2, Alameda, CA 94502",Japanese,alameda,Traditional Japanese fare & sake served in a snug space with minimalist decor & a sushi bar.,http://www.angelfishrestaurant.com/,http://places.singleplatform.com/angelfish-restaurant/menu?ref=google,,,,
Wild Ginger,"1239 Park St, Alameda, CA 94501",Chinese,alameda,Unpretentious spot for noodle soups & Szechuan street food served in contemporary environs.,,http://places.singleplatform.com/wild-ginger-54/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Hob Nob,"1313 Park St, Alameda, CA 94501",American,alameda,"Fun local hangout with inventive pub grub, craft cocktails, karaoke, board games & weekend brunch.",http://thehobnobalameda.com/,http://places.singleplatform.com/hobnob/menu?ref=google,,contact.php,,Contact
Spice I Am,"1353 Park St, Alameda, CA 94501",Thai,alameda,Fashionable find with a swanky decor & an upscale vibe specializing in refined Thai cooking.,http://www.spice-i-am.com/,,,http://spice-i-am.com/contact/,,Contact
The Star on Park,"1400 Park St, Alameda, CA 94501",Pizza,alameda,"Subs, salads & Chicago-style pizza in airy digs with exposed-brick walls, chandeliers & a full bar.",http://www.thestaronpark.com/,http://www.thestaronpark.com/menu,/giftcard,/contact,"
            Gift Card
          ","
            Contact
          "
Tomatina,"1338 Park St, Alameda, CA 94501",Italian,alameda,"Pizzas, pastas & flatbread sandwiches, plus wine & sangria, in a casual setting.",http://www.tomatina.com/,http://places.singleplatform.com/tomatina/menu?ref=google,/gift-cards,,Gift Cards,
Sakura Sushi Bar & Grill,2408 Santa Clara Ave,Sushi,alameda,,,,,,,
Alameda Cinema Grill,2301 Central Ave,American,alameda,,,,,,,
Monkey Thai Restaurant & Bar,2210 S Shore Center H,Thai,alameda,,,,,,,
Hong Kong City Seafood Restaurant,1425 Park St,Seafood,alameda,,,,,,,
Yellowtail,1332 Park St,Japanese,alameda,,,,,,,
Up 2U Thai Eatery,1405 Webster St,Thai,alameda,,,,,,,
Troy,2318 Central Ave,Greek,alameda,,,,,,,
Xing Yuan,839 Marina Village Pkwy,Chinese,alameda,,,,,,,
Habanas Cuban Cuisine,1518 Park St,Cuban,alameda,,,,,,,
La Penca Azul,891B Island Dr,Mexican,alameda,,,,,,,
Bluefin,3211 Encinal Ave,Thai,alameda,,,,,,,
Ark Chinese Restaurant,1405 Park St,Chinese,alameda,,,,,,,
Koja Kitchen,2680 5th St D,Korean,alameda,,,,,,,
Q's Halal Chicken,2306 Central Ave,Mediterranean,alameda,,,,,,,
Vietnam House Restaurant,1527 Park St,Vietnamese,alameda,,,,,,,
Yokohama,1427 Webster St 3824,Japanese,alameda,,,,,,,
El Caballo Wraps,1108 Lincoln Ave,Latin American,alameda,,,,,,,
Chef's Wok,1821 Webster St,Chinese,alameda,,,,,,,
Mintleaf,831 Marina Village Pkwy,Vietnamese,alameda,,,,,,,
Taqueria Viva Mexico,2327 Central Ave,Mexican,alameda,,,,,,,
Orchid Pavillion Cafe,1540 Webster St,Asian,alameda,,,,,,,
McGee's,1645 Park St,Grill,alameda,,,,,,,
Kitchen of Alameda,1727 Webster St,Chinese,alameda,,,,,,,
InNOut Burger,555 Willie Stargell Ave,Hamburger,alameda,,,,,,,
Calafia Taqueria,1445 Webster St,Mexican,alameda,,,,,,,
Pho Anh Dao,1919 Webster St,Vietnamese,alameda,,,,,,,
Famous Dave's BarBQue,2690 5th St B,Barbecue,alameda,,,,,,,
Little Joe's,1410 Encinal Ave,Chinese,alameda,,,,,,,
Thai Noodle House of Alameda,1700 Park St 100,Thai,alameda,,,,,,,
Marti's Place,1905 12 Encinal Ave,Breakfast,alameda,,,,,,,
BB Bowl,2601 Blanding Ave B,Korean,alameda,,,,,,,
Tu Tai 2,1531 Webster St,Vietnamese,alameda,,,,,,,
Yo Sushi,807 Marina Village Pkwy,Sushi,alameda,,,,,,,
Alice Bistro,1707 Lincoln Ave,Chinese,alameda,,,,,,,
Pho Sinh Alameda,1434 Park St,Vietnamese,alameda,,,,,,,
Pacific Lighthouse,1051 Pacific Marina,Dim Sum,alameda,,,,,,,
China Villa Restaurant,891A Island Dr,Chinese,alameda,,,,,,,
Curry Up Now,2640 5th St,Indian,alameda,,,,,,,
The Habit Burger Grill,2640 5th St 10,Hamburger,alameda,,,,,,,
MOD Pizza,2308 S Shore Center,Pizza,alameda,,,,,,,
La Val's Pizza,891 Island Dr  E,Pizza,alameda,,,,,,,
Monkey King Pub & Grub,1315 Park St,Asian Fusion,alameda,,,,,,,
Waterfront Deli,1070 Marina Village Pkwy 105,Restaurant,alameda,,,,,,,
Alameda Pizza,1538 Webster St,Pizza,alameda,,,,,,,
Genghis Khan Kitchen,1540 Park St,Chinese,alameda,,,,,,,
Domenico's Italian Deli,1407 Webster St,Sandwich,alameda,,,,,,,
EXTREME PIZZA ALAMEDA,1504 Webster St,Pizza,alameda,,,,,,,
Jim's On the Course,1 Clubhouse Memorial Rd,American,alameda,,,,,,,
Sushi King,1650 Park St,Seafood,alameda,,,,,,,
Pampered Pup,1401 Park St,Fast Food,alameda,,,,,,,
Off the Grid Alameda at South Shore Center,535 S Shore Center,Restaurant,alameda,,,,,,,
Dragon Village,642 Lincoln Ave 3324,Chinese,alameda,,,,,,,
Ono Hawaiian BBQ,2630 5th St B,Hawaiian,alameda,,,,,,,
Poke Salad,2680 5th St ste c,Salad,alameda,,,,,,,
Five Guys,2254 S Shore Center,Hamburger,alameda,,,,,,,
Project Burger,2319 Central Ave,Hamburger,alameda,,,,,,,
Chipotle Mexican Grill,2610 5th St ste a,Mexican,alameda,,,,,,,
Nation's Giant Hamburgers,1432 Webster St,Hamburger,alameda,,,,,,,
Subway,1700 Webster St,Sandwich,alameda,,,,,,,
Spinning Bones,1205 Park St,Restaurant,alameda,,,,,,,
Ohgane Alameda,2211 S Shore Center 160,Restaurant,alameda,,,,,,,
Sampaguita FilAm Cuisine,1216 Lincoln Ave,Filipino,alameda,,,,,,,
360 Degrees Gourmet Burritos,853 Marina Village Pkwy,Mexican,alameda,,,,,,,
Wine and Waffles,1505 Park St,Restaurant,alameda,,,,,,,
Baby Cafe Hong Kong Bistros,2321 Santa Clara Ave,Restaurant,alameda,,,,,,,
Chipotle Mexican Grill,2314 S Shore Center,Mexican,alameda,,,,,,,
Julie's Coffee & Tea Garden,1223 Park St,Restaurant,alameda,,,,,,,
Mountain Mike's Pizza,714 Central Ave,Pizza,alameda,,,,,,,
Sumiko Cafe,1118 Lincoln Ave,Sushi,alameda,,,,,,,
Applebee's Grill  Bar,2263 S Shore Center,Restaurant,alameda,,,,,,,
La Penca Azul Taco Bar,2406 Santa Clara Ave,Tacos,alameda,,,,,,,
Quinn's Lighthouse,1951 Embarcadero,American,alameda,,,,,,,
Made Pho You,1245 Park St,Vietnamese,alameda,,,,,,,
Honolulu BBQ,845 Marina Village Pkwy suite b 118,Hawaiian,alameda,,,,,,,
Wienerschnitzel,1708 Webster St,Fast Food,alameda,,,,,,,
Oscar's Grill,1411 Harbor Bay Pkwy,Mexican,alameda,,,,,,,
Sushi Go Go,1716 Webster St,Sushi,alameda,,,,,,,
Yoshi's,510 Embarcadero West,Japanese,alameda,,,,,,,
McDonald's,2239 Shore Line Dr,Fast Food,alameda,,,,,,,
Lao Fresh,2400 Monarch St,Laotian,alameda,,,,,,,
Eve's Waterfront,15 Embarcadero West,Brunch,alameda,,,,,,,
Carl's Jr,871 Marina Village Pkwy,Fast Food,alameda,,,,,,,
Farmhouse Kitchen Thai Cuisine,336 Water St,Thai,alameda,,,,,,,
Mei Mei Restaurant,2522 Santa Clara Ave,Chinese,alameda,,,,,,,
Halalicious,1606 Webster St,Falafel,alameda,,,,,,,
Santoro's Italian Market & Deli,475 Santa Clara Ave,Deli,alameda,,,,,,,
Jay's Cafe,1414 Encinal Ave,Sandwich,alameda,,,,,,,
McDonald's,715 Central Ave,Fast Food,alameda,,,,,,,
West End Crepe,1536 Webster St,Restaurant,alameda,,,,,,,
Taco Bell,1900 Webster St,Fast Food,alameda,,,,,,,
Pizza Hut Express,2700 5th St,Pizza,alameda,,,,,,,
Jack in the Box,1826 Webster St,Fast Food,alameda,,,,,,,
ATown Pizza and Kabob House,2327 Blanding Ave,Pizza Delivery,alameda,,,,,,,
Baguette,2353 Santa Clara Ave,Sandwich,alameda,,,,,,,
Panera Bread,2249 South Shore Center Drive Ste 330,Sandwich,alameda,,,,,,,
Otaez,3872 International Blvd,Mexican,alameda,,,,,,,
Feel Good Bakery,3215 Encinal Ave,Bakery,alameda,,,,,,,
Sandwich Board,2412 Webb Ave,Sandwich,alameda,,,,,,,
Scott's Seafood Grill & Bar,2 Broadway,Seafood,alameda,,,,,,,
Panda Express,2630 5th St,Chinese,alameda,,,,,,,
Beanery of Alameda,1650 Park St,Coffee shop,alameda,,,,,,,
KFC,2424 Encinal Ave,Chicken,alameda,,,,,,,
Why Cook Inc,1750 N Loop Rd 125,Caterer,alameda,,,,,,,
Delage,536 9th St,Japanese,alameda,,,,,,,
Buttercup,229 Broadway,Diner,alameda,,,,,,,
Shan Dong,328 10th St 101,Chinese,alameda,,,,,,,
Everett & Jones Barbeque,126 Broadway,Barbecue,alameda,,,,,,,
Subway,843 Marina Village Pkwy,Sandwich,alameda,,,,,,,
Nudoru Ramen & Asian Cuisine,825 Marina Village Pkwy,Ramen,alameda,,,,,,,
Firehouse Subs,2680 5th St B,Sandwich,alameda,,,,,,,
Nature Vegetarian Restaurant,1116 Franklin St,Chinese,alameda,,,,,,,
Bonfare Market,650 Central Ave H,Grocery store,alameda,,,,,,,
Rang Dong Restaurant,724 Webster St,Vietnamese,alameda,,,,,,,
Domino's Pizza,1215 Lincoln Ave,Pizza Delivery,alameda,,,,,,,
Superhero Desserts,1449 Webster St,Restaurant,alameda,,,,,,,
Battambang,850 Broadway,Cambodian,alameda,,,,,,,
Yammy's Cafe & Deli,542 9th St suite b,Ethiopian,alameda,,,,,,,
Lake Chalet,1520 Lakeside Dr,Seafood,alameda,,,,,,,
Sakura Bistro,388 9th St 268,Japanese,alameda,,,,,,,
Subway,1407 Park St,Sandwich,alameda,,,,,,,
Cosecha,907 Washington St,Mexican,alameda,,,,,,,
The Terrace Room Restaurant,1800 Madison St,American,alameda,,,,,,,
Tastee Steam Kitchen,329 11th St,Hot Pot,alameda,,,,,,,
Little Caesars Pizza,1521 Webster St,Pizza,alameda,,,,,,,
The Golden Burrito Foods,"2422 Daly St, Los Angeles, CA 90031",Restaurant,alhambra,,,,,,,
Edwin Mills by Equator,"22 Mills Pl, Pasadena, CA 91105",New American,alhambra,Brick-lined gastropub in a historic building offering New American plates & specialty cocktails.,http://edwinmills.com/,http://edwinmills.com/menus/,,http://edwinmills.com/contact-us/,,Contact us
38 Degrees Ale House & Grill,"100 W Main St, Alhambra, CA 91801",New American,alhambra,Wide variety of craft beers & comfort food in a chill spot with dark wood accents & expansive bar.,http://38degreesalehouse.com/,http://www.urbanspoon.com/cities/5-los-angeles/restaurants/1467361-38-degrees-ale-house/menu?utm_source=Google&utm_medium=Local&utm_campaign=GoogleMenus,,https://www.38degreesalehouse.com,,HOURS/CONTACT
Borneo Kalimantan Cuisine,"19 S Garfield Ave, Alhambra, CA 91801",South East Asian,alhambra,Indonesian & Singaporean dishes served in an unpretentious restaurant with a convivial vibe.,,http://places.singleplatform.com/borneo-kalimantan-cuisine/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Savoy Kitchen,"138 E Valley Blvd, Alhambra, CA 91801",Chinese,alhambra,"Eclectic mix of curries, Hainan chicken, pizza, pasta, steak & more in a casual space with a patio.",http://savoykitchen.net/,http://places.singleplatform.com/savoy-kitchen/menu?ref=google,,/contact,,CONTACT
Aloha Food Factory,"2990 W Valley Blvd, Alhambra, CA 91803",Hawaiian,alhambra,Casual mom-&-pop place dishing up classic Hawaiian dishes like the well-known macadamia pancakes.,,http://places.singleplatform.com/aloha-food-factory/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Big Catch Seafood House,"2 S Garfield Ave UNIT 100, Alhambra, CA 91801",Seafood,alhambra,,http://www.thebigcatchseafood.com/,http://bigcatchseafoodhouse.com/alhambra/,,https://bigcatchseafoodhouse.com/contact-us/,,Contact Us
Spanglish Kitchen,"526 N Atlantic Blvd, Alhambra, CA 91801",Mexican,alhambra,,http://www.spanglishkitchen.net/,http://places.singleplatform.com/spanglish-kitchen/menu?ref=google,,,,
Tomomi Sushi,"17 W Main St, Alhambra, CA 91801",Japanese,alhambra,"Roomy Japanese eatery offering sake & a variety of sushi rolls, plus weekday happy-hour specials.",http://tomomisushi.com/,,,https://tomomisushi.com/contact/,,Contact
