name,address,type,place
Sutter's Mill,214 NY59,Grill,airmont
AJ'S Sushi & Cajun Seafood,8 N Airmont Rd,Seafood,airmont
Airmont Eats,211 NY59,Restaurant,airmont
The Ridge Steakhouse,310 Saddle River Rd,Steak,airmont
Say Cheese Express Kosher Pizza,329 NY59,Pizza,airmont
Airmont Diner,210 NY59,Diner,airmont
Pita Land Chai,408 NY59,Pizza,airmont
Slice 'n Spice,306 Saddle River Rd,Kosher,airmont
Yoffee Coffee,414 NY59 101,Restaurant,airmont
Ray's Pizza and Restaurant Tallman,321 NY59,Pizza,airmont
Dynasty King,296 NY59,Chinese,airmont
Yanay Dips & Salads,178 NY59,Salad,airmont
Jumbo,191 NY59,Chinese,airmont
Ralphie's DinerDeli Inc,8 Remsen Ave,Diner,airmont
Overseas Asian Bistro,191 NY59,Asian,airmont
Wendy's,320 NY59,Fast Food,airmont
Le Brick,250 NY59,Kosher,airmont
Burger King,260 NY59,Fast Food,airmont
Popinsanity Gourmet Popcorn,296 NY59,Popcorn store,airmont
Rella Cafe,400 Rella Blvd 178,Kosher,airmont
Bagel Boys Cafe,9 N Airmont Rd,Cafe,airmont
Mechels Takeout LLC,421 NY59,Takeout Restaurant,airmont
PEPPERCRUST,253 NY59,Fine Dining,airmont
Kyo,419 NY59,Kosher,airmont
Nicky's Pizza and Deli,22 NY59,Pizza,airmont
LA PIZZERIA,421 NY59,Pizza,airmont
Subway,2965 Route 59,Sandwich,airmont
Fireside Kosher,59 NY59,Kosher,airmont
Rendezvous Cafe,250 NY59 110,Kosher,airmont
JR Lobster & Seafood,251 NY59,Restaurant,airmont
McDonald's,1 Indian Rock,Fast Food,airmont
Assaggi E Vino at Marcello's Ristorante,21 Lafayette Ave,Italian,airmont
Tamir Kosher Chef,,Caterer,airmont
Dunkin',270 NY59,Coffee shop,airmont
Kosher Heaven,Inside 7Eleven 14 College Rd,Hot Dog Stand,airmont
Monsey Barbeque,110 NY59,Kosher,airmont
Primavera,106 NY59,Kosher,airmont
Monsey Kosher Take Out,46 Main St,Kosher,airmont
Sheli's in the Square,59 NY59,Kosher,airmont
Yummy's Pizza,54 NY59,Pizza,airmont
Jay's Thai Kitchen,57 Lafayette Ave,Thai,airmont
Hava Java,59 NY59,Kosher,airmont
r' ySH`ylh gAst hvyz,194 Bates Dr,Restaurant,airmont
ACHLA,43 Kennedy Dr,Mediterranean,airmont
BBalls Meatballs,28 Prairie Ave,Pizza,airmont
Nussy's Cuisine,41 Main St C,Sandwich,airmont
Sushi Bada,74 Lafayette Ave,Sushi,airmont
Kinchley's Tavern,586 Franklin Turnpike,Italian,airmont
Chai Pizza,94 NY59,Pizza,airmont
Mandarin Fusion Steakhouse,106B NY59,Steak,airmont
DaVinci's,800 Chestnut Ridge Rd,Italian,airmont
Southbound BBQ,811 Chestnut Ridge Rd,Barbecue,airmont
Roxanne's Brick Oven Pizzeria Bar & Grill,150 Franklin Turnpike,Italian,airmont
Dunkin',14 N Airmont Rd,Coffee shop,airmont
La Cabana Restaurant,23 Kennedy Dr,Mexican,airmont
La Gondola Pizzeria,1300 NJ17,Pizza,airmont
El Paraiso Restaurant & lounge,,Restaurant,airmont
Jia Foo,49 Kennedy Dr,Chinese,airmont
El Bandido,196 NY59,Mexican,airmont
Caribreeze Vegan Delight,42 N Main St,Vegan,airmont
Greek City Restaurant,1300 NJ17 12,Greek,airmont
Lucky Foong,58 NY59,Chinese,airmont
da Nina Italian Restaurant,1 Lafayette Ave,Italian,airmont
Guy's Spot,55 Kennedy Dr,Buffet,airmont
Tacos Picantes,25 S Main St,Mexican,airmont
Rockland Halal Food Truck,140 NY59,Halal,airmont
Guadalajara Restaurant and Bar,180 E Central Ave,Mexican,airmont
Island Spice Restaurant,5 N Main St,Jamaican,airmont
Subo NY,230 W Rte 59,Restaurant,airmont
Hand and Hoe,241 Hungry Hollow Rd,Grill,airmont
Forgia Brick Oven Pizzeria,1 Suffern Pl,Pizza,airmont
El Azteca,81 S Central Ave,Mexican,airmont
RESTAURANT TROPICAL PLUS,20 E Church St,Haitian,airmont
Dera Restaurant,180 E Central Ave,Pakistani,airmont
Jun Lung Chinese And Japanese Restaurant,180 Franklin Turnpike 1364,Chinese,airmont
Maranatha Restaurant,80 S Main St,Haitian,airmont
Pollo Campero,39 S Main St,Chicken,airmont
