name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Luna Ristorante,"2118 Willow Pass Rd #100b, Concord, CA 94520",Italian,Concord,Cozy spot for wining & dining on homemade Italian fare featuring imported ingredients & fresh pasta.,http://lunaristorante.us/,,https://lunaristorante.us/giftcertificates-italian-cuisine-restaurant-concord.html,https://lunaristorante.us/contactus-italian-cuisine-restaurant-concord.html,Gift Certificate,Contact Us,1,CA,94520,restaurant
Brenden Cinema Cafe,"1985 Willow Pass Rd, Concord, CA 94520",Restaurant,Concord,,http://www.brendentheatres.com/,,http://www.brendentheatres.com/product/gift-card/,http://www.brendentheatres.com/concord-contact/,Gift Certificate,Concord Contact,1,CA,94520,restaurant
Bay Leaf Cafe,"2123 Pacheco St #2309, Concord, CA 94520",Breakfast,Concord,"Unpretentious nook known for a variety of breakfast faves, plus classic comfort-food entrees.",http://www.thebayleafcafe.com/,https://static1.squarespace.com/static/5405f857e4b09fa759f550d1/t/5ea9f7a5330bc9109f1e2eb4/1588197289679/togo+menu.pdf,https://www.giftrocker.com/secure/order/?h=f82efc22,,Gift Card,,1,CA,94520,restaurant
Super Duper Burgers,"2003 Diamond Blvd #100, Concord, CA 94520",Fast Food,Concord,,http://superduperburgers.com/,http://superduperburgers.com/menu/,https://superduperburgers.cardfoundry.com/,http://superduperburgers.com/contact/,Gift Cards,Contact,1,CA,94520,restaurant
Pure Juice & Smoothie Lounge,"3375 Port Chicago Hwy #30, Concord, CA 94520",Juice,Concord,,http://purejuiceandsmoothie.com/,,https://squareup.com/gift/D49JZ0RBYFNT1/order,https://www.purejuiceandsmoothie.com,Buy A Gift Card,CONTACT US,1,CA,94520,restaurant
Back Forty Texas BBQ,"100 Coggins Dr, Pleasant Hill, CA 94523",Barbecue,Pleasant Hill,Texas recipes yield smoked ribs & other classic BBQ at this durable replica of a roadhouse.,http://www.backforty.us/,http://www.backforty.us/carry-out,https://backforty.us/shop,https://backforty.us/contact/, Gift card,Contact,1,CA,94523,restaurant
Skipolini's Pizza,"1033 Diablo St, Clayton, CA 94517",Pizza,Clayton,,http://skipolinispizza.com/,,https://skipolinis.localgiftcards.com/,http://skipolinispizza.com/contact.php,Give a Gift!,Contact,1,CA,94517,restaurant
Epidemic Ales,"150 Mason Cir J, Concord, CA 94520",Brewery,Concord,,http://epidemicales.com/,,https://www.epidemicales.com/gift-cards,https://www.epidemicales.com/location,GIFT CARDS,CONTACT US,1,CA,94520,restaurant
Wence's Restaurant,"1922 Oak Park Blvd, Pleasant Hill, CA 94523",Californian,Pleasant Hill,"This modest eatery features eclectic American & seafood mains such as oysters, steak, tacos & pasta.",http://wencesrestaurant.com/,,https://wencesrestaurant.com/giftcertificates-best-pleasant-hill-restaurant.html,https://wencesrestaurant.com/contactus-best-pleasant-hill-restaurant.html,Gift Certificates,Contact Us,1,CA,94523,restaurant
Popbar,"2045 Diamond Blvd #34, Concord, CA 94520",Restaurant,Concord,,http://pop-bar.com/,,http://pop-bar.com/pages/gift-card-balance,http://pop-bar.com/pages/contact,Gift Card Balance,Contact,1,CA,94520,restaurant
Rocco's Ristorante Pizzeria,"2909 Ygnacio Valley Rd, Walnut Creek, CA 94598",Pizza,Walnut Creek,Pastas in homemade sauces & other Italian classics in a charming space filled with retro decor.,https://www.roccospizzeria.com/,http://www.roccospizzeria.com/pizza.html,https://www.roccospizzeria.com/gift-cards/,https://www.roccospizzeria.com/contact/,Gift Cards,Contact Us,1,CA,94598,restaurant
Hunnys Restaurant,"402 S Main St, Corona, CA 92882",Diner,Corona,,http://hunnys.cafes-usa.com/,http://places.singleplatform.com/hunnys-restaurant-3/menu?ref=google,http://topmountainvillage.com/en/?utm_source=usa_restaurants,,"


",,1,CA,92882,restaurant
Chuck Wagon Bar & Cafe,"1353 W 6th St, Corona, CA 92882",American,Corona,"Old-school restaurant & bar serving breakfast, chili, burgers & other casual American eats.",https://www.chuckwagonbarandgrill.com/,,https://www.chuckwagonbarandgrill.com/gift-cards/,https://www.chuckwagonbarandgrill.com/contact/,Gift Cards,Contact,1,CA,92882,restaurant
Shamrock's Grille & Pub,"1275 Magnolia Ave, Corona, CA 92879",Grill,Corona,"Old-school haunt offering American & Irish bar eats, plus a full bar, TVs for sports fans & a patio.",http://shamrocks.cafes-usa.com/,,http://topmountainvillage.com/en/?utm_source=usa_restaurants,,"


",,1,CA,92879,restaurant
El Pollo Loco,"2651 River Rd, Corona, CA 92880",Mexican,Corona,,https://www.elpolloloco.com/,,https://www.elpolloloco.com/gift-cards/,https://www.elpolloloco.com/contact-us/,Gift Cards,Contact Us,1,CA,92880,restaurant
Pueblo,"3321 Hyland Ave D, Costa Mesa, CA 92626",Tapas,Costa Mesa,"Spanish tapas, sandwiches & charcuterie, plus beer & wine offered in a sophisticated, modern cafe.",http://www.pueblotapas.com/,,http://www.pueblotapas.com/#new-page-1-section,http://www.pueblotapas.com/#contact-us-section,"
                        Gift Cards
                      ","
                        Contact Us
                      ",1,CA,92626,restaurant
Memphis Soul Cafe & Bar,"2920 Bristol St, Costa Mesa, CA 92626",Restaurant,Costa Mesa,This cafe serves a variety of comfort food dishes amid midcentury digs with a hip vibe.,http://memphiscafe.com/,https://www.memphiscafe.com/menus/,http://memphiscafe.com/store/,http://memphiscafe.com/contact/,Gift Cards/Shirts,Contact,1,CA,92626,restaurant
Antonello Ristorante,"3800 S Plaza Dr, Santa Ana, CA 92704",Italian,Santa Ana,Classic Northern Italian menu is served in a ritzy space with an old-world Tuscan vibe.,http://www.antonello.com/,http://www.antonello.com/menus/dinner-menu.html,http://www.antonello.com/antonello-ristorante-gift-card/,http://www.antonello.com/contact/,Antonello Ristorante Gift Card,Contact Us,1,CA,92704,restaurant
Vitaly,"2937 Bristol St B103-B100, Costa Mesa, CA 92626",Northern Italian,Costa Mesa,"Stylish counter-serve cafe offering Italian fare, gelato, beer & wine, plus courtyard seating.",http://www.vitaly.net/,https://www.vitaly.net/pages/menu,http://www.vitaly.net/pages/gift-cards,http://www.vitaly.net/pages/contact-us,Gift Cards,Contact,1,CA,92626,restaurant
Mi Casa,"296 E 17th St, Costa Mesa, CA 92627",Mexican,Costa Mesa,Guests dig into cheesy Mexican favorites & margaritas in a festive space with ample booth seating.,http://www.micasa1.com/,https://www.micasa1.com/main-menu,http://onelink.quickgifts.com/merchant/mi-casa-cal-mex-cantina/,http://www.micasa1.com/contact-us,"
        Gift Cards
    ",Contact Us,1,CA,92627,restaurant
Quattro Caffe,"3333 Bristol St #1205, Costa Mesa, CA 92626",Restaurant,Costa Mesa,"Stylish Italian cafe located inside a high-end shopping center & serving pizza, pasta & more.",http://www.quattrocaffe.com/,http://places.singleplatform.com/quattro-caffe/menu?ref=google,http://www.quattrocaffe.com/catering/giftcard.html,,Gift Card,Contact Us »,1,CA,92626,restaurant
Taco Asylum,"2937 Bristol St b102, Costa Mesa, CA 92626",Tacos,Costa Mesa,Gourmet tacos feature everything from pork belly to lobster at this chic taqueria with craft beers.,http://www.tacoasylum.com/,https://www.tacoasylum.com/pages/our-menu,https://www.toasttab.com/taco-asylum/giftcards,http://www.tacoasylum.com/contact-us,Gift Cards,Contact,1,CA,92626,restaurant
Verde Kitchen,"575 Anton Blvd #150, Costa Mesa, CA 92626",Cafe,Costa Mesa,,http://verdecostamesa.com/,https://www.verdecostamesa.com/menus/,http://verdecostamesa.com/store/gift-cards/,http://verdecostamesa.com/contact/,Gift Cards,Contact,1,CA,92626,restaurant
Costa Mesa Country Club,"1701 Golf Course Dr, Costa Mesa, CA 92626",American,Costa Mesa,,http://www.costamesacountryclub.com/,,https://www.costamesacountryclub.com/pro-shop/gift-card/,https://www.costamesacountryclub.com/contact-us/,Gift Card,Contact Us,1,CA,92626,restaurant
Bistango,"19100 Von Karman Ave Ste 100, Irvine, CA 92612",New American,Irvine,"Unique spot for New American fare & drinks, live entertainment & dancing in The Atrium building.",https://bistango.com/,,https://diningasart.com/,https://bistango.com/contact-us/,,Contact,1,CA,92612,restaurant
Olea,"2001 Westcliff Dr, Newport Beach, CA 92660",American,Newport Beach,,https://www.oleanewportbeach.com/,https://www.oleanewportbeach.com/our-menu,https://rjbrestaurantgroup.cardfoundry.com/giftcards.php,https://www.oleanewportbeach.com/get-in-touch,Gift Cards,Contact ,1,CA,92660,restaurant
Rusty Pelican,"2735 West Coast Hwy, Newport Beach, CA 92663",Seafood,Newport Beach,"Seafood fine dining in a relaxed space, with views of Newport Harbor from an outdoor patio.",http://www.rustypelican.com/,http://www.rustypelican.com/menus.asp,http://www.rustypelican.com/GiftCards,http://www.rustypelican.com/Contact,Gift Cards,Contact,1,CA,92663,restaurant
SOL Mexican Cocina,"251 Pacific Coast Hwy, Newport Beach, CA 92660",Mexican,Newport Beach,Waterfront location with Baja-style eats like shrimp tacos & chile relleno & a lively happy hour.,http://www.solcocina.com/,https://solcocina.com/menu/,https://solcocina.securetree.com,https://solcocina.com/contact/,Gift Cards and Books,Contact Us,1,CA,92660,restaurant
The Winery Newport Beach,"3131 West Coast Hwy, Newport Beach, CA 92663",Californian,Newport Beach,Breezy eatery with patio seating & harbor views featuring Californian cuisine & a global wine list.,https://www.thewinerynewport.com/,,https://app.yiftee.com/gifts/egift_and_gift_cards/the-winery-restaurant-tustin-2,https://www.thewinerynewport.com/contact,Gift Cards,Contact Us ,1,CA,92663,restaurant
Cappy's Cafe,"5930 West Coast Hwy, Newport Beach, CA 92663",Breakfast,Newport Beach,"Beachy, local institution for heaping American breakfasts & lunches, plus a full bar.",http://www.cappyscafe.com/,http://places.singleplatform.com/cappys-cafe-3/menu?ref=google,https://onelink.quickgifts.com/merchant/cappys-cafe-newport-beach/,https://www.cappyscafe.com/contact/,GIFT CARDS,CONTACT,1,CA,92663,restaurant
21 Oceanfront,"2100 W Oceanfront, Newport Beach, CA 92663",Seafood,Newport Beach,"Seafood, steaks & ocean views in an old-world, upscale space with leather banquets & lounge areas.",http://www.21oceanfront.com/,http://www.21oceanfront.com/PDF/21Menu.pdf,https://www.21oceanfront.com/PDF/GiftCertificate_Order_Form_2012.pdf,http://www.21oceanfront.com/contact.htm,Gift Certificates,Contact Us,1,CA,92663,restaurant
Pescadou Bistro,"3325 Newport Blvd, Newport Beach, CA 92663",Bistro,Newport Beach,"Relaxed pick for classic French cooking & fixed-price fare with wines in a bright, homey space.",https://www.pescadoubistro.com/,http://places.singleplatform.com/pescadou-bistro/menu?ref=google,https://www.pescadoubistro.com/gift-certificates.php,https://www.pescadoubistro.com/contact.php,Gift Certificates,Contact Us,1,CA,92663,restaurant
AhiPoki,"245 Barranca St #10, West Covina, CA 91791",Hawaiian,West Covina,,http://ahipokibowl.com/,http://www.ahipoki.com/onlineorder,https://www.posnet.us/site/ahimahicorp/giftcard,,Giftcard,,1,CA,91791,restaurant
Nova Brewing Company,"1580 W San Bernardino Rd Unit H, Covina, CA 91722",Brewery,Covina,"Urban boutique winery & brewery producing organic wines & craft brews, with a tasting room.",http://www.novabrewingco.com/,,http://www.novabrewingco.com/#sec_card,http://novabrewingco.com/contact/,Gift card,Contact,1,CA,91722,restaurant
Rush Street,"9546 Washington Blvd, Culver City, CA 90232",American,Culver City,"Buzzy, roomy venue presenting American comfort food & cocktails plus occasional DJ tunes.",http://www.rushstreetculvercity.com/,http://www.rushstreetculvercity.com/images/RS_BrunchMenu.pdf,https://plugins.gratafy.com/?plugin_id=2832,,gift cards,,1,CA,90232,restaurant
Wildcraft Culver City,"9725 Culver Blvd, Culver City, CA 90232",Italian,Culver City,Artsy industrial joint serving panini & sourdough pizzas cooked in a brick oven built in Italy.,http://wildcraftcc.com/,,https://swipeit.com/product/1613/wildcraft,,"
            Gift Cards
          ",,1,CA,90232,restaurant
Quicksand  Culver CIty,"10868 Washington Blvd, Culver City, CA 90232",Restaurant,Culver City,,http://www.quicksand.la/,https://www.quicksand.la/location/quicksand-culver-city/#hotsand/,http://www.quicksand.la/gift-cards/,http://www.quicksand.la/contact/,Gift Cards,Contact,1,CA,90232,restaurant
BiiBiip Mediterranean,"9622 Venice Blvd, Culver City, CA 90232",Mediterranean,Culver City,,http://biibiip.com/,http://biibiip.com/?y_source=1_MTE2NzA0MzQtNzE1LWxvY2F0aW9uLm1lbnVfdXJs,https://biibiip.com/Gift-card-p196511187,http://biibiip.com/javascript:void();,"








Gift card




",Contact us,1,CA,90232,restaurant
Lodge Bread Company,"11918 Washington Blvd, Los Angeles, CA 90066",Restaurant,Los Angeles,"Whole-grain bakery offering wood-fired pizzas, toasts & seasonal plates, plus beer & wine.",http://www.lodgebread.com/,http://places.singleplatform.com/lodge-bread-company-0/menu?ref=google,http://www.lodgebread.com/new-page-1,http://www.lodgebread.com/contact-1,"
            GIFT CARDS
          ","
            Contact
          ",1,CA,90066,restaurant
Bondi Harvest Culver City,"8820 Washington Blvd ste. 101, Culver City, CA 90232",Australian,Culver City,,http://www.bondiharvest.us/,http://www.bondiharvest.us/,http://www.bondiharvest.us/store/gift-cards/,http://www.bondiharvest.us/contact/,,Contact Us,1,CA,90232,restaurant
FIN,"12223 W Washington Blvd, Los Angeles, CA 90066",Asian Fusion,Los Angeles,Sparely decorated restaurant featuring Japanese & American fare & booze in a candlelit setting.,https://finasiantapas.com/,https://finasiantapas.com/dinner-menu/,https://finasiantapas.cardfoundry.com/giftcards.php,,Gift Card,,1,CA,90066,restaurant
C&O Cucina,"3016 Washington Blvd, Marina Del Rey, CA 90292",Italian,Marina Del Rey,"Convivial, throwback Italian hub, known for its garlic rolls, generous portions & singing servers.",https://candorestaurants.com/,http://places.singleplatform.com/c--o-cucina/menu?ref=google,https://candorestaurants.com/gift-card/,https://candorestaurants.com/contact-cucina/,Gift Card,Contact Us,1,CA,90292,restaurant
Natalee Thai,"10101 Venice Blvd, Los Angeles, CA 90034",Thai,Los Angeles,"Curries, noodles & traditional entrees plus vegetarian options in a dynamic, modern setting.",http://www.nataleethai.com/,http://places.singleplatform.com/natalee-thai-cuisine/menu?ref=google,http://www.nataleethai.com/index.php?action=page&id=1950,http://www.nataleethai.com/index.php?action=page&id=1886,Gift Cards,Contact,1,CA,90034,restaurant
