name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Crossroads Florist,"1 International Blvd #204, Mahwah, NJ 07495",Florist,Mahwah,,https://www.crossroadsflorist.com/,,,https://www.crossroadsflorist.com/page/contact-us,,Contact,1,NJ,07495,florist
Centerpiece Central,"1 International Blvd, Mahwah, NJ 07495",Florist,Mahwah,,http://www.centerpiece-central.com/,,,http://www.centerpiece-central.com/page/contact-us,,Contact,1,NJ,07495,florist
Robyn Rohslers Floral Designs,"100 Franklin Turnpike #2231, Allendale, NJ 07401",Florist,Allendale,,http://www.robynrohslersfloraldesigns.com/,,,http://robynrohslersfloraldesigns.com/contact/,,CONTACT,1,NJ,07401,florist
Flowers By Joan,"22 W Prospect St, Waldwick, NJ 07463",Florist,Waldwick,,http://www.flowersbyjoan.net/,,,https://flowersbyjoan.net/contacts,,"
About Us
",1,NJ,07463,florist
Schweinfurth Florist,"85 Hillside Ave, Midland Park, NJ 07432",Florist,Midland Park,,http://www.schweinfurthflorist.com/,,,http://www.schweinfurthflorist.com/contact-us/,,Contact,1,NJ,07432,florist
Creations by Fran Flowers & More,"14 Central Ave, Midland Park, NJ 07432",Florist,Midland Park,,http://www.creationsbyfran.com/,,,http://www.creationsbyfran.com/contact.html,," 
  
",1,NJ,07432,florist
Olivia Floral Designs,"681 Lawlins Rd #10b, Wyckoff, NJ 07481",Florist,Wyckoff,,https://www.oliviafloraldesigns.com/,,,https://www.oliviafloraldesigns.com/#contact,,Contact,1,NJ,07481,florist
Waterford Gardens,"74 E Allendale Rd, Saddle River, NJ 07458",Florist,Saddle River,,http://waterford-gardens.com/,,,http://waterford-gardens.com/contact.php,,Contact Us,1,NJ,07458,florist
Forever Yours Flowers & Gifts,"10 Welcher Ave, Peekskill, NY 10566",Florist,Peekskill,,https://www.foreveryoursflowersngifts.com/,,,https://www.foreveryoursflowersngifts.com/contact_us.php,,Contact Us,1,NY,10566,florist
Danker Florist,"658 Central Ave, Albany, NY 12206",Florist,Albany,,http://www.dankerflorist.com/,,,http://www.dankerflorist.com/support/faqs/category.cfm?typID=9,,"







",1,NY,12206,florist
Swan Street Florist,"16 Swan St, Salamanca, NY 14779",Florist,Salamanca,,https://www.swanstreetflorist.com/,,,https://www.swanstreetflorist.com/contact_us.php,,Contact Us,1,NY,14779,florist
Proper's Florist & Greenhouse,"350 W Washington St, Bradford, PA 16701",Florist,Bradford,,http://www.propersfloristandgreenhouse.com/,http://www.propersfloristandgreenhouse.com/shop.html,,http://www.propersfloristandgreenhouse.com/contact.html,,"



Contact

",1,PA,16701,florist
Events by Jess,"124 Hazelmere Ave, Machias, NY 14101",Florist,Machias,,http://www.eventsbyjess124.com/,,,http://www.eventsbyjess124.com/tel:7169136529,,(716) 913-6529,1,NY,14101,florist
Always & Forever Flowers,"358 Main St, Arcade, NY 14009",Florist,Arcade,,https://www.alwaysandforeverflowersny.com/,,,https://www.alwaysandforeverflowersny.com/contact_us.php,,Contact Us,1,NY,14009,florist
