name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Hickory and Tweed Ski & Cycle,"410 Main St, Armonk, NY 10504",Clothing store,Armonk,,http://www.hickoryandtweed.com/,,http://www.hickoryandtweed.com/collections/gift-cards,http://www.hickoryandtweed.com/pages/contact-us,,"
          Contact",1,NY,10504,clothing_store
hipkid,"77 S Greeley Ave #3310, Chappaqua, NY 10514",Children's clothing store,Chappaqua,,http://www.hip-kid.com/,,http://www.hip-kid.com/products/gift-card,,"
                    Gift Cards
                ",,1,NY,10514,clothing_store
Milk and Honey Boutique,"6 E Bank St, Albion, NY 14411",Clothing store,Albion,,http://milkandhoneyboutique.shop/,,http://milkandhoneyboutique.shop/collections/gift-card,,"
            Gift Card
          ",,1,NY,14411,clothing_store
The New York Store,"16 Central Ave, Lancaster, NY 14086",Clothing store,Lancaster,,http://www.new-york-store.com/,,https://new-york-store.com/shop/accessories/gift-certificate/,https://new-york-store.com/contact-us/,Gift Certificate,Contact Us,1,NY,14086,clothing_store
Sports Locker,"711 W State St, Olean, NY 14760",Sportswear store,Olean,,http://www.sportslocker.biz/,,https://sportslocker.biz/?shopp_category=gift-cards,https://sportslocker.biz/contact/,Gift Cards,Contact,1,NY,14760,clothing_store
GadoGado,"26 Monroe St, Ellicottville, NY 14731",Clothing store,Ellicottville,,http://www.gadogadoellicottville.com/,,http://www.gadogadoellicottville.com/browse/gift-cards,,Gift Cards,,1,NY,14731,clothing_store
Marshalls,"220 Amsterdam Commons, Amsterdam, NY 12010",Clothing store,Amsterdam,,https://www.marshalls.com/,,https://marshalls.cashstar.com/store/recipient?locale=en-us,https://www.marshalls.com/us/store/jump/topic/Contact-Us/3200004,,Contact Us,1,NY,12010,clothing_store
Emma  James,"25 Jordan St, Skaneateles, NY 13152",Women's clothing store,Skaneateles,,http://www.shopejclothing.com/,,http://www.shopejclothing.com/products/gift-card-1,http://www.shopejclothing.com/pages/contact-us,GIFT CARDS,CONTACT,1,NY,13152,clothing_store
The Bundle Store,"40 Front St, Ballston Spa, NY 12020",Baby store,Ballston Spa,,http://www.thebundlestore.com/,,http://www.thebundlestore.com/collections/gift-certificates-1,http://www.thebundlestore.com/pages/store-hours-contact-info,"
                    Gift Cards 
                    
                  ","
                        Store Hours & Contact Info
                      ",1,NY,12020,clothing_store
Simply Ellie Boutique,"757 S Main St, Athens, PA 18810",Children's clothing store,Athens,,https://www.simplyellieboutique.com/,,https://simplyellieboutique.com/collections/all/giftcard,https://www.simplyellieboutique.com/pages/contact,Gift Cards,Contact Us,1,PA,18810,clothing_store
New Shoe Store Plus,"322 Main St, Towanda, PA 18848",Clothing store,Towanda,,http://www.newshoestoreplus.com/,,http://www.newshoestoreplus.com/gift-certificates,http://www.newshoestoreplus.com/locations#Findus," GIFT CERTIFICATES

"," FIND US

",1,PA,18848,clothing_store
Lamberts Design Jewelers,"375 W Main St, Batavia, NY 14020",Jeweler,Batavia,,http://www.lambertsjewelers.com/,,http://www.lambertsjewelers.com/shop/Gift-Cards-c48141147,http://www.lambertsjewelers.com/contact_us1," Gift Cards

"," CONTACT US

",1,NY,14020,clothing_store
Wilkes Bashford,"450 Stanford Shopping Center, Palo Alto, CA 94304",Clothing store,Palo Alto,"Renowned boutique with high-end designer apparel & shoes for men & women, plus tailoring services.",http://www.wilkesbashford.com/,,https://shop.mitchellstores.com/products/giftcard,,Gift Cards,,1,CA,94304,clothing_store
Everything But Water,"1240 Stanford Shopping Center, Palo Alto, CA 94304",Swimwear store,Palo Alto,"Women's resortwear shop for swimsuits, cover-ups, sundresses, sandals, hats & other accessories.",http://www.everythingbutwater.com/,,http://www.everythingbutwater.com/product/gift-card.aspx?pid=13996,http://www.everythingbutwater.com/company/contact-us.html,Gift Cards,Contact Us,1,CA,94304,clothing_store
Mountain Tops Outfitters,"144 Main St, Beacon, NY 12508",Clothing store,Beacon,,http://www.mountaintopsoutfitters.com/,,http://www.mountaintopsoutfitters.com/collections/gift-certificates,,GIFT CERTIFICATES,,1,NY,12508,clothing_store
La Mere Clothing and Goods,"436 Main St, Beacon, NY 12508",Boutique,Beacon,,http://www.lamereclothingandgoods.com/,,http://www.lamereclothingandgoods.com/products/gift-card,http://www.lamereclothingandgoods.com/pages/contact,"
              Gift Cards
            ",Contact Us,1,NY,12508,clothing_store
Lorraine Tyne Bridal,"161 Main St, Beacon, NY 12508",Bridal shop,Beacon,,http://www.lorrainetyne.com/,,http://www.lorrainetyne.com/product/gift-card/,http://www.lorrainetyne.com/contact/,Gift Cards,Contact Us,1,NY,12508,clothing_store
Mother & Daughter Creations,"86 Pleasant Ridge Rd, Poughquag, NY 12570",Baby clothing store,Poughquag,,http://www.jacquelynvaccaro.etsy.com/,,https://www.etsy.com/giftcards?ref=ftr,https://www.etsy.com/messages/new?with_id=10840184&referring_id=6069136&referring_type=shop&recipient_id=10840184,"
Gift cards
","
 Contact
    
    
",1,NY,12570,clothing_store
Holbrook Cottage,"1253 Pleasantville Rd, Briarcliff Manor, NY 10510",Gift shop,Briarcliff Manor,,http://www.holbrookcottage.com/,,https://www.holbrookcottage.com/giftcertificates.php,http://www.holbrookcottage.com/contact-us/,Gift Cards,Contact Us,1,NY,10510,clothing_store
Lagom,"40 Main St, Brockport, NY 14420",Gift shop,Brockport,,http://facebook.com/,,http://facebook.com/hashtag/giftcards?source=feed_text&epa=HASHTAG&__xts__%5B0%5D=68.ARD90Asx_M7z-FUP40_HX48myQvirw6Vme-zYl8nyZG9Y3xFmSJjB9J41uWRVXJYSN5jRwdyVbkswA4uqjCgY7vfCWDHZB9MTZ8wKaj-KF_9BG88QWJCTHAp_PMFHHIKqMDoONAf3hHg3X51pVSJVwmJhe8r1s7IVlkrzvk7S-cm46TDrYPEGAuO4DXIaDTCOJcGb0cUISvtgSGFHonYZ72OFSFihahc1MqmNl2bBiD5CQR5zammiIUAXciQN17b4PUQCsmbSxkQZDTTkk0j-EOXWLVGs1XkwVAbcJRkxY_FFtLXUhMmkZfeoCYwHE9Ijf9JxU6KLWcHFnLKaWR_0Dk&__tn__=%2ANK-R,,#giftcards,,1,NY,14420,clothing_store
ADRIAN EAST,"122 Kraft Ave, Bronxville, NY 10708",Children's clothing store,Bronxville,,http://www.adrianeast.com/,,http://www.adrianeast.com/collections/gifts,http://www.adrianeast.com/pages/contact-us,Gift Card,Contact Us,1,NY,10708,clothing_store
Say More Boutique,"10 Havens Ave, Patchogue, NY 11772",Women's clothing store,Patchogue,,https://www.saymoreboutique.com/,,https://www.saymoreboutique.com/products/gift-card,https://www.saymoreboutique.com/pages/contact-us,Gift Cards,Contact Us,1,NY,11772,clothing_store
Albany Fashions Indian Clothing Store Albany New York Visit by Appointment only,"26 Cortland Dr, Albany, NY 12211",Clothing store,Albany,,http://www.albanyfashions.com/,,http://www.albanyfashions.com/giftcertificates.php,http://www.albanyfashions.com/pages/contact-us.html,Gift Certificates,Contact Us,1,NY,12211,clothing_store
Village Designs Elmwood,"448 Elmwood Ave, Buffalo, NY 14222",Women's clothing store,Buffalo,,http://villagedesigns.shop/,,http://villagedesigns.shop/giftcertificates.php,https://villagedesigns.shop/contact-us/,"
Gift Certificates
","
Contact Us",1,NY,14222,clothing_store
Half & Half Boutique,"1088 Elmwood Ave, Buffalo, NY 14222",Boutique,Buffalo,,https://halfandhalfboutique.com/,,https://halfandhalfboutique.com/collections/gift-cards,https://halfandhalfboutique.com/pages/contact-us,gift cards,Contact Us,1,NY,14222,clothing_store
Get Dressed,"576 Elmwood Ave, Buffalo, NY 14222",Men's clothing store,Buffalo,,http://www.getdressedbuffalo.com/,,http://www.getdressedbuffalo.com/gift-certificates.html,http://www.getdressedbuffalo.com/contact-us.html,,,1,NY,14222,clothing_store
BUREAU,"712 Elmwood Ave, Buffalo, NY 14222",Men's clothing store,Buffalo,"Modern, high-end men’s boutique specializing in custom-tailored men’s suits & accessories.",http://www.bureaumade.com/,,http://www.bureaumade.com/products/gift-card,http://www.bureaumade.com/mailto:info@bureaumade.com,"
          GIFT CARD

          
        ",info@bureaumade.com,1,NY,14222,clothing_store
Rosey Bear Boutique,"10 E Main St #103, Victor, NY 14564",Children's clothing store,Victor,,http://www.roseybearboutique.com/,,https://www.etsy.com/giftcards?ref=ftr,https://www.etsy.com/messages/new?with_id=17287241&referring_id=6583252&referring_type=shop&recipient_id=17287241,"
Gift cards
","
 Contact
    
    
",1,NY,14564,clothing_store
NoNetz,"29 Fair Street #762 USPS, Carmel Hamlet, NY 10512",Swimwear store,Carmel Hamlet,,http://www.nonetz.com/,,https://www.nonetz.com/collections/mens-swimwear/products/nonetz-gift-card,http://www.nonetz.com/pages/contact-us,Gift Card,Contact Us,1,NY,10512,clothing_store
