name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Tru Grace,"419 Main St, Armonk, NY 10504",Clothing store,Armonk,,http://www.trugracefashion.com/,,,http://www.trugracefashion.com/contact/,,Contact,1,NY,10504,clothing_store
Little Rags and Riches,"384A Main St, Armonk, NY 10504",Children's clothing store,Armonk,,http://www.littleragsandriches.com/,,,http://www.littleragsandriches.com/pages/contact,,Contact Us,1,NY,10504,clothing_store
Ross Daniel Adaptive Apparel,"18 Upland Ln, Armonk, NY 10504",Clothing store,Armonk,,https://www.rdadaptiveapparel.com/,,,https://www.rdadaptiveapparel.com/contacts/,,Get In Touch,1,NY,10504,clothing_store
Main Street Thrift Store & Donation Center,"south 14411, 131 S Main St, Albion, NY 14411",Thrift store,Albion,,http://www.caoginc.org/,,,http://caoginc.org/contact/,,Contact,1,NY,14411,clothing_store
Stoney Meadows Alpacas,"16038 Glidden Rd, Holley, NY 14470",Clothing store,Holley,,http://www.stoney-meadows.com/,,,http://www.stoney-meadows.com/contact.aspx,,Contact,1,NY,14470,clothing_store
a lily & a sparrow,"438 Main St, Medina, NY 14103",Women's clothing store,Medina,,https://www.alilyandasparrow.com/,,,https://www.alilyandasparrow.com/#contact,,Contact,1,NY,14103,clothing_store
Daniel's Men's Apparel,"421 Main St, Medina, NY 14103",Men's clothing store,Medina,,http://www.danielsjwdo.com/,,,http://www.danielsjwdo.com/contact-us,," CONTACT US

",1,NY,14103,clothing_store
Blissett's Specialty Shop,"447-449 Main St, Medina, NY 14103",Clothing store,Medina,"Long-standing store for bridal gowns & special-occasion dresses, plus apparel for babies & children.",http://blissettsbridal.com/,,,https://blissettsbridal.com/home#contact,,Contact & Hours,1,NY,14103,clothing_store
Doritex Corp,"11980 Walden Ave, Alden, NY 14004",Uniform store,Alden,,https://www.doritex.com/,,,https://www.doritex.com/contact-us/,,CONTACT US,1,NY,14004,clothing_store
Just Holster It LLC,"13350 Broadway, Alden, NY 14004",Sporting goods store,Alden,,https://justholsterit.com/,,,https://justholsterit.com/contact-us/,,Contact Us,1,NY,14004,clothing_store
Smocked Treasures,"80 Clinton Heights, Elma, NY 14059",Baby clothing store,Elma,,http://www.smockedtreasures.com/,,,https://www.smockedtreasures.com/contact.php,,Contact Info,1,NY,14059,clothing_store
New York International Style,"6705 Transit Rd, East Amherst, NY 14051",Clothing store,East Amherst,,https://nyinternationalstyle.com/,,,https://nyinternationalstyle.com/tel:7166397574,,716-639-7574,1,NY,14051,clothing_store
Mabel Danahy Inc,"3206 Sheridan Dr, Buffalo, NY 14226",Clothing store,Buffalo,,http://danahys.com/,,,http://danahys.com/contact,,"
            Contact
          ",1,NY,14226,clothing_store
