name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Great Clips Airmont Colonial Square,"329 NY-59, Airmont, NY 10952",Beauty salon,Airmont,,http://www.greatclips.com/,,https://www.greatclips.com/gift-card-balance,https://www.greatclips.com/about-us/contact-us,Gift Card Balance,Contact Us,1,NY,10952,beauty_salon
De Beaute Grand Salon & Day Spa,"103 Chestnut Ridge Rd, Montvale, NJ 07645",Spa,Montvale,,http://www.debeautedayspa.com/,,https://www.debeautedayspa.com/gift-cards/,,Gift Cards,,1,NJ,07645,beauty_salon
Happy Nails & Spa,"350 NJ-17, Upper Saddle River, NJ 07458",Beauty salon,Upper Saddle River,,https://www.happynails.com/,,https://www.happynails.com/giftcards/,https://www.happynails.com/contact-us/,Gift Cards,Contact Us,1,NJ,07458,beauty_salon
Ania Hair Salon,"1704 Western Ave, Albany, NY 12203",Hair salon,Albany,,http://aniahairstudio.com/,,https://aniahairstudio.com/shop/,https://aniahairstudio.com/contact-us/,Gift Cards,Contact Us,1,NY,12203,beauty_salon
Bombshell Hair & Beauty Studio,"488 Broadway #105, Albany, NY 12207",Beauty salon,Albany,,http://www.bombshell-hair.com/,,https://www.vagaro.com/bombshellhairandbeautystudio/gift-certificates,,"

Gift Cards

",,1,NY,12207,beauty_salon
Tease,"12 E Bank St, Albion, NY 14411",Beauty salon,Albion,,http://facebook.com/,,http://facebook.com/teasebykylie/services/?service_id=2675258659236260,http://facebook.com/#,Gift cardsCan be purchased for any service. Gift cards are non transferable and non refundable.,Contact Tease on Messenger,1,NY,14411,beauty_salon
Thomas Austen Salon,"6720 Pittsford Palmyra Rd, Fairport, NY 14450",Beauty salon,Fairport,"Beauty salon offering haircuts, styling & coloring as well as facial & full-body waxing.",http://www.thomasaustensalon.com/,,http://www.thomasaustensalon.com/gift-cards,http://www.thomasaustensalon.com/about,Gift Cards,"
        About / Contact
    ",1,NY,14450,beauty_salon
RatchaLynn,"704 Main St, East Aurora, NY 14052",Beauty salon,East Aurora,,http://www.ratchalynn.com/,,http://www.ratchalynn.com/about.html,http://www.ratchalynn.com/contact.html,gift cards available,Contact,1,NY,14052,beauty_salon
WT Hair,"411 N Union St, Olean, NY 14760",Beauty salon,Olean,,http://wthair.net/,,http://wthair.net/gift-certificates.html,http://wthair.net/contact.html,"
				Gift Certificates
			","

			Contact
		
",1,NY,14760,beauty_salon
The Spa Haus,"182-13 Merrick Rd, Amityville, NY 11701",Beauty salon,Amityville,,https://www.thespahaus.com/,,https://www.thespahaus.com,https://www.thespahaus.com,GIFT CARDS,CONTACT,1,NY,11701,beauty_salon
STEPHANIA COIFFURE,"183 Broadway, Amityville, NY 11701",Hair salon,Amityville,,http://www.stephaniacoiffure.com/,,https://squareup.com/gift/YR8Q1TP2EA719/order,http://www.stephaniacoiffure.com/contact,Purchase Gift Card,Contact,1,NY,11701,beauty_salon
Clementine's Salon & Skincare,"2501 Dallas St #269, Aurora, CO 80010",Beauty salon,Aurora,,http://clementinesdenver.com/,,https://na1.meevo.com/EgiftApp/home?tenantId=20288,http://clementinesdenver.com/weddings/contact,"
              Buy a Gift Card
            ","
            Contact
          ",1,CO,80010,beauty_salon
BrowsBrazilians & Bikinis Inc,"3929 S Avon Rd, Avon, NY 14414",Waxing hair removal service,Avon,,http://browsbraziliansbikinis.skincaretherapy.net/,,http://browsbraziliansbikinis.skincaretherapy.net/gift-certificates,http://browsbraziliansbikinis.skincaretherapy.net/contact-information,Gift Certificates,Contact Information,1,NY,14414,beauty_salon
Curl Evolution,"233 E Main St, Babylon, NY 11702",Beauty salon,Babylon,,http://curlevolution.com/,,https://www.instagram.com/p/CAAUwx0HmIJ/,http://curlevolution.com/contact-us/,"
🌸Happy Mother’s Day to all the mamas out ther

", Contact Us Today!,1,NY,11702,beauty_salon
Incentives Organic Spa & Salon,"157 Deer Park Ave, Babylon, NY 11702",Beauty salon,Babylon,,http://www.incentivespasalon.com/,,https://incentives.zenoti.com/WebStore/GiftCards.aspx?WebstoreType=0&centerId=68cccd68-2cf9-4892-9700-a3dd824f3fe3,http://www.incentivespasalon.com/contact-us/,Gift Cards,Contact Us,1,NY,11702,beauty_salon
Hairstories,"240 Deer Park Ave, Babylon, NY 11702",Hair salon,Babylon,,http://www.hairstories.com/,,http://www.secure-booker.com/Hairstories/InstantGiftCertificate.aspx,,E-Giftcards,,1,NY,11702,beauty_salon
Little Lash Boutique,"29 Deer Park Ave, Babylon, NY 11702",Beauty salon,Babylon,,https://littlelashboutique.com/,,https://www.secure-booker.com/littlelashboutique/ShopOnline/GiftCertificate.aspx,https://littlelashboutique.com/contact,Gift Certificates ,Contact,1,NY,11702,beauty_salon
La Tresse By Renee,"59 E Genesee St, Baldwinsville, NY 13027",Beauty salon,Baldwinsville,,http://www.latressesalon.com/,,http://www.latressesalon.com/contact-purchase-gift-card,http://www.latressesalon.com/contact-purchase-gift-card,"Contact, Purchase e-Gift Card","Contact, Purchase e-Gift Card",1,NY,13027,beauty_salon
Bella Nani Day Spa,"133 Milton Ave, Ballston Spa, NY 12020",Day spa,Ballston Spa,,http://www.bellanani.com/,,http://bellanani.com/gift-certificates,http://bellanani.com/contact,Gift Certificates,Contact,1,NY,12020,beauty_salon
Touch of Healing Day Spa,"6723 NY-415, Bath, NY 14810",Spa,Bath,,http://www.touchofhealing2014.com/,,https://www.touchofhealing2014.com/gift-cards,https://www.touchofhealing2014.com/contact,Gift Cards,Contact,1,NY,14810,beauty_salon
Wabi Sabi Salon,"41 Birch Hill Rd, Locust Valley, NY 11560",Beauty salon,Locust Valley,,http://wabisabisalon.com/,,http://www.secure-booker.com/wabisabisalon/ShopOnline/GiftCertificate.aspx,https://www.wabisabisalon.com/contactus.htm,http://www.secure-booker.com/wabisabisalon/ShopOnline/GiftCertificate.aspx,Contact Us,1,NY,11560,beauty_salon
Liberty & Beauty,"63 Liberty St #1, Newburgh, NY 12550",Beauty salon,Newburgh,,https://www.libertyandbeauty.com/,,https://squareup.com/gift/K5V1FASQAP0BH/order,https://www.libertyandbeauty.com/contact-us,"



",Contact Us,1,NY,12550,beauty_salon
Fusion Hair Color Bar,"3653 Lee Rd, Yorktown Heights, NY 10598",Hair salon,Yorktown Heights,,http://www.fusioncolorbar.com/,,https://squareup.com/gift/6GGEJERV9J3GH/order,http://www.fusioncolorbar.com/contact,eGIFT CARD,Hours/Contact,1,NY,10598,beauty_salon
Hair Wharf,"20 Valley Rd, Katonah, NY 10536",Beauty salon,Katonah,,http://www.hairwharf.com/,,https://squareup.com/gift/9YRAK124HKG1F/order,http://www.hairwharf.com/contact/1782356,"
Give the perfect gift card
",CONTACT,1,NY,10536,beauty_salon
