name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
Monsey Flower Market,"249 NY-59, Airmont, NY 10901",Florist,airmont,,,,,,,,1
Petals & Stems Florist,"55 Lafayette Ave, Suffern, NY 10901",Florist,airmont,,http://www.petalsandstemsflorist.com/,http://www.petalsandstemsweddings.com/,,,,,1
Flowers Forever,"310 S Grandview Ave, Monsey, NY 10952",Florist,airmont,,http://floralpreservationny.com/,,,,,,1
Forever Brooch Bouquets,,Florist,airmont,,http://www.foreverbroochbouquets.com/,,,https://www.foreverbroochbouquets.com/contact-us,,Contact us,1
Main Street Florist,"50 NY-59, Monsey, NY 10952",Florist,airmont,,http://mainstreetfloristmonsey.com/,,,,,,1
Central Florist in Spring Valley,"175 NY-59 #107, Spring Valley, NY 10977",Florist,airmont,,https://www.svcentralflorist.com/,,,,,,1
Floral Blossoms,"211 Blauvelt Rd, Monsey, NY 10952",Florist,airmont,,http://blossomsny.com/,,,mailto:info@blossomsny.com,,info@blossomsny.com,1
Schweizer & Dykstra Beautiful Flowers,"165 N Middletown Rd, Pearl River, NY 10965",Florist,airmont,,http://www.schweizerflorist.com/,,,https://dykstraflowers.com/contacts,,"
Contact Us
",1
Rose Shop Net,,Florist,airmont,,,,,,,,1
Nanuet Flower Shop Inc,"55 Old Nyack Turnpike, Nanuet, NY 10954",Florist,airmont,,https://www.nanuetfloristny.com/,,,,,,1
Crossroads Florist,"1 International Blvd #204, Mahwah, NJ 07495",Florist,airmont,,https://www.crossroadsflorist.com/,,,page/contact-us,,Contact,1
Pearl River Florist,"45 E Central Ave, Pearl River, NY 10965",Florist,airmont,,https://prflorist.net/,,,,,,1
Mahwah Florist,,Florist,airmont,,,,,,,,1
Orangetown Florist,"165 N Middletown Rd, Pearl River, NY 10965",Florist,airmont,,,,,,,,1
Stop & Shop Florist,,Florist,airmont,,,,,,,,1
New City Florist,"375 S Main St, New City, NY 10956",Florist,airmont,,http://www.newcityflorist.com/,,/Product/gift-card,,,,1
Pearl River Farm Market,"77 N Middletown Rd, Pearl River, NY 10965",Florist,airmont,,https://www.pearlriverflowershop.com/,,,,,,1
Bassett Flowers and Gifts,"305 S Main St, New City, NY 10956",Florist,airmont,,https://bassettflowers.com/,,,,,,1
West Nyack Florist,"726 W Nyack Rd, West Nyack, NY 10994",Florist,airmont,,http://www.westnyackflowers.com/,,,,,,1
The Little Flower Shoppe,,Florist,airmont,,https://www.thelittleflowershoppe.net/,,,/pages/contact,,Contact,1
Montvale Florist,"6 Railroad Ave, Montvale, NJ 07645",Florist,airmont,,https://www.montvalefloristnj.com/,,,,,,1
Rockland Florist,"8 Old Haverstraw Rd, Congers, NY 10920",Florist,airmont,,https://www.rocklandfloristonline.com/,,,,,,1
Ivy Cart Florist,"3 Grey Beech Ln, Pomona, NY 10970",Florist,airmont,,http://www.ivycartflorist.com/,,,,,,1
Flor Bella Designs,"310 Ridge Rd, Mahwah, NJ 07430",Florist,airmont,,https://www.florbelladesigns.com/,,/shop/,https://www.florbelladesigns.com/contact/,Gift Certificates,Contact,1
Stunning Arrangements Florist,"180 Franklin Turnpike, Ramsey, NJ 07446",Florist,airmont,,https://ramseyflorist.net/,,,,,,1
Centerpiece Central,"1 International Blvd, Mahwah, NJ 07495",Florist,airmont,,http://www.centerpiece-central.com/,,,page/contact-us,,Contact,1
Bella Flowers By Susie,"233 NY-17, Tuxedo Park, NY 10987",Florist,airmont,,,,,,,,1
Studio De Fleurs,"1 International Blvd, Mahwah, NJ 07495",Florist,airmont,,https://studiodefleurs.com/pages/contact-us,,,/pages/contact-us,,"
          CONTACT US
        ",1
Floral Preservation,"46 White Birch Dr, Pomona, NY 10970",Florist,airmont,,http://floralpreservationny.com/,,,,,,1
Woodcliff Lake Florist,,Florist,airmont,,,,,,,,1
Allendale Flowers Inc,"72 W Allendale Ave, Allendale, NJ 07401",Florist,airmont,,https://www.allendaleflowers.com/,,,,,,1
New Milford Florist,,Florist,airmont,,,,,,,,1
First Amer Artificial Flowers,"Flower Ln, Blauvelt, NY 10913",Florist,airmont,,,,,,,,1
Buds n Beyond,"539 W Central Ave, Monsey, NY 10952",Flower designer,airmont,,https://www.instagram.com/budsnbeyond/,,,,,,1
Sandra Clothier flower LLC,"205 S Mountain Rd, New City, NY 10956",Florist,airmont,,,,,,,,1
Robyn Rohslers Floral Designs,"100 Franklin Turnpike #2231, Allendale, NJ 07401",Florist,airmont,,http://www.robynrohslersfloraldesigns.com/,,,http://robynrohslersfloraldesigns.com/contact/,,CONTACT,1
Liv Florally,,Florist,airmont,,http://livflorally.com/,,,/contact,,"
            Contact
          ",1
NJ Bergen Florist,"55a East Ridewood Ave #15, Ridgewood, NJ 07450",Florist,airmont,,https://www.njbergenflorist.com/,,,,,,1
Flowers By Joan,"22 W Prospect St, Waldwick, NJ 07463",Florist,airmont,,http://www.flowersbyjoan.net/,,,https://flowersbyjoan.net/contacts,,"
About Us
",1
Wyckoff Florist & Gifts,"265 Godwin Ave, Wyckoff, NJ 07481",Florist,airmont,,http://www.wyckoffflorist.com/,,,,,,1
Colony Florist & Gifts,"762 Franklin Ave, Franklin Lakes, NJ 07417",Florist,airmont,,https://www.colonyfloristonline.com/,,,,,,1
Spring Valley Floral,"241 S Little Tor Rd, New City, NY 10956",Flower designer,airmont,,http://www.springvalleyfloral.com/,,,http://springvalleyfloral.com/contact-us/,,Contact Us,1
