name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
Tru Grace,"419 Main St, Armonk, NY 10504",Clothing store,airmont,,http://www.trugracefashion.com/,,,http://www.trugracefashion.com/contact/,,Contact,1
Beginning Bleus At Armonk,"575 Main St #10, Armonk, NY 10504",Clothing store,airmont,,https://www.beginningsbleus.com/,,,,,,1
The Shop  Dori's,,Women's clothing store,airmont,,,,,,,,1
All About The Dress,"480 Main St, Armonk, NY 10504",Children's clothing store,airmont,"Intimate boutique featuring formal event dresses for children & teens, including prom.",http://www.allaboutthedressny.com/,,,/contact,,Visit Us,1
Star Spangled Carousel Ltd,"462 Main St, Armonk, NY 10504",Clothing store,airmont,,http://www.starspangledcarousel.com/,,,,,,1
AprilMarin,,Women's clothing store,airmont,,http://www.aprilmarin.com/,,,/pages/contact-us,,Contact Us,1
Jagger and Jade,"402 Main St suite 2, Armonk, NY 10504",Children's clothing store,airmont,,,,,,,,1
Little Rags and Riches,"384A Main St, Armonk, NY 10504",Children's clothing store,airmont,,http://www.littleragsandriches.com/,,,/pages/contact,,Contact Us,1
NIGEL KNOX  Nifty Socks,"403 Main St, Armonk, NY 10504",Men's clothing store,airmont,,,,,,,,1
Hickory and Tweed Ski & Cycle,"410 Main St, Armonk, NY 10504",Clothing store,airmont,,http://www.hickoryandtweed.com/,,/collections/gift-cards,/pages/contact-us,,"
          Contact",1
Lilies & Lace,"400 Main St #3, Armonk, NY 10504",Lingerie store,airmont,,,,,,,,1
Ross Daniel Adaptive Apparel,"18 Upland Ln, Armonk, NY 10504",Clothing store,airmont,,https://www.rdadaptiveapparel.com/,,,https://www.rdadaptiveapparel.com/contacts/,,Get In Touch,1
TJ Maxx,"506 Main St, Mt Kisco, NY 10549",Clothing store,airmont,"Retail chain featuring stylish brand-name apparel, shoes & accessories, plus housewares.",https://tjmaxx.tjx.com/store/index.jsp,,,,,,1
The Shop  Dori's,"27 S Greeley Ave, Chappaqua, NY 10514",Women's clothing store,airmont,,http://www.shopatdori.com/,,,,,,1
ScarfIt,,Women's clothing store,airmont,,,,,,,,1
Creative Side,"2 Lyons Ct, Armonk, NY 10504",Boutique,airmont,,,,,,,,1
Family Britches,"70 King St, Chappaqua, NY 10514",Men's clothing store,airmont,,https://www.familybritches.com/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=chappaqua,,https://www.familybritches.com/shop/gifts/gift-certificate/,https://www.familybritches.com/contact/,Gift Certificates,Contact,1
NYC Subway Line,,Clothing store,airmont,,http://www.nycsubwayline.net/,,,mailto:info@nycsubwayline.net,,Contact,1
hipkid,"77 S Greeley Ave #3310, Chappaqua, NY 10514",Children's clothing store,airmont,,http://www.hip-kid.com/,,/products/gift-card,,"
                    Gift Cards
                ",,1
The MENS Collection,"20 Robert Pitt Dr #H, Monsey, NY 10952",Men's clothing store,airmont,,,,,,,,1
Lilly And Todd Childrens Wear,"27 Orchard St Suite 217, Monsey, NY 10952",Children's clothing store,airmont,,http://shaindys.com/,,,,,,1
Cuff & Co,"401 W Rte 59, Monsey, NY 10952",Men's clothing store,airmont,,,,,,,,1
Green Tag Boutique,"17 Main St, Monsey, NY 10952",Clothing store,airmont,,,,,,,,1
Angelina Clementi Fashion Designer,"35 Main St, Monsey, NY 10952",Clothing store,airmont,,http://angelinaclementifashiondesigner.com/,,,/contact/3687294,,CONTACT,1
The Shell Station,"75 NY-59 Suite 103, Monsey, NY 10952",Women's clothing store,airmont,,http://theshellstation.com/,,,https://theshellstation.com/index.php/contact-us/,,Contact Us,1
Natali Boutique,"401 W Rte 59, Monsey, NY 10952",Clothing store,airmont,,http://www.natalicollections.com/,,,,,,1
Kurvacious,"344 NY-59, Nanuet, NY 10954",Women's clothing store,airmont,,http://www.kurvacious.com/,,,https://www.kurvacious.com/contact,,Contact,1
Banim Better Childrens Wear,"100 NY-59 Suite #7, Monsey, NY 10952",Clothing store,airmont,,,,,,,,1
GB Clothing,"16 Melnick Dr, Monsey, NY 10952",Men's clothing store,airmont,,,,,,,,1
Classilks,,Clothing store,airmont,,https://classilks.com/,,https://classilks.com/products/giftwizard-giftcard,/pages/contact-us,Gift Card,Contact Us,1
Shopease,,Clothing store,airmont,,https://www.shopeasenow.com/,,,https://www.shopeasenow.com/contact,,Contact,1
Designer's Spot,"401 W Rte 59, Monsey, NY 10952",Clothing store,airmont,,,,,,,,1
G&G Quality Clothing,"20 Robert Pitt Dr G, Monsey, NY 10952",Men's clothing store,airmont,,http://ggclothing.com/,,,contact.html,,Contact,1
Quality Dry Goods,"22 Main St, Monsey, NY 10952",Men's clothing store,airmont,,,,,,,,1
Hat Box,"385 W Rte 59, Spring Valley, NY 10977",Men's clothing store,airmont,,https://www.hatboxmenswear.com/,,/collections/gift-certificates,/pages/contact-us,"
Click here to buy a discounted gift certificate!
",Contact Us,1
Taubers Basics,"44-B Main St, Monsey, NY 10952",Clothing store,airmont,,,,,,,,1
Gap,,Clothing store,airmont,,,,,,,,1
Baby Buds,,Baby store,airmont,,,,,,,,1
Target,"50 Spring Valley Market Pl, Spring Valley, NY 10977",Clothing store,airmont,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",https://www.target.com/sl/spring-valley/1808,,/c/gift-cards/-/N-5xsxu,,Gift Cards,,1
Morris Men's Shop,"181 Central Ave, Albany, NY 12206",Clothing store,albany,,,,,,,,1
Plato's Closet Albany,"818 Central Ave, Albany, NY 12206",Clothing store,albany,Chain retailer buying & selling trendy secondhand clothing for teens & young adults.,http://www.platosclosetalbany.com/,,,mailto:contact@platosclosetalbany.com,,Email us,1
Fresh & Fly Clothing,"13 S Pearl St, Albany, NY 12207",Clothing store,albany,,http://freshandflyinc.com/,,,https://freshandflyinc.com/contact/,,Contact,1
Ny Gear Inc,"167 Central Ave, Albany, NY 12206",Clothing store,albany,,https://www.angochehade.com/,,,/pages/contact-us-1,,Contact Us,1
Circles,"1475 Western Ave, Albany, NY 12203",Women's clothing store,albany,"Airy, sophisticated women’s boutique stocking designer apparel, beauty products & accessories.",http://www.circles-shop.com/,,https://www.shop.circles-shop.com/category.sc?sortOrder=2,contact.html,GIFT CARDS,CONTACT,1
Express,"120 Washington Ave, Albany, NY 12203",Clothing store,albany,Fashion chain supplying contemporary house-label clothing & accessories for day & night.,https://stores.express.com/us/ny/albany/120-washington-ave?CID=Yext,,https://www.express.com/clothing/giftcards/sec/giftCards,https://www.express.com/service/contactus.jsp,Buy Gift Cards,Contact Us,1
Rainbow Shops,"911 Central Ave, Albany, NY 12206",Women's clothing store,albany,"Apparel chain offering fashionable clothing for juniors & plus-size women, plus accessories.",https://www.rainbowshops.com/store-details?storeid=01657&utm_source=extended-network&utm_medium=yext&utm_campaign=store-listings&utm_term=01657,,,,,,1
Albany Hip Hop Sportswear,"310 Clinton Ave, Albany, NY 12210",Clothing store,albany,,https://albany-hip-hop-sportswear.business.site/,,,,,Contact,1
Evoke Style LLC,"1475 Western Ave, Albany, NY 12203",Women's clothing store,albany,,http://evokestyle.com/,,/collections/gift-cards,/pages/contact-us,"
                      Gift Cards
                  ",Contact,1
JCPenney,"120 Washington Ave Ext Ste 40, Albany, NY 12203",Clothing store,albany,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.",https://stores.jcpenney.com/ny/albany/clothing-stores-albany-ny-2051.html,,https://www.jcpenney.com/m/gift-card-m2?pageId=pg40053400007&cm_re=S1-_-M2-_-GIFTCARDS_DESKTOP,https://www.jcpenney.com/m/customer-service?pageId=pg100053,Gift Cards,Contact Us,1
Carhartt,"1 Crossgates Mall Rd, Albany, NY 12203",Work clothes store,albany,"Venerable retailer of rugged, workwear-inspired apparel, shoes & accessories for men & women.",https://stores.carhartt.com/ny/albany/1-crossgates-mall-road.html,,,,,,1
Modern Approach Boutique,"273 Clinton Ave, Albany, NY 12210",Clothing store,albany,,https://modernapproachclothingboutique.business.site/,,,,,Contact,1
