name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
The Evil Lair,,Comic book store,airmont,,http://evillaircomic.com/,,,https://www.evillaircomic.com/contact,,CONTACT,1
Merkaz Seforim Judaica,"27 Orchard St, Monsey, NY 10952",Book store,airmont,,http://www.theshoppershaven.com/merkaz-seforim-and-judaica.html,,,/contact.html,,"
				Contact
			",1
Capitol Seforim,"86-92 Secora Rd, Monsey, NY 10952",Used book store,airmont,,,,,,,,1
Meadow Lark Store  Modern Waldorf Family Living,"241 Hungry Hollow Rd, Spring Valley, NY 10977",Book store,airmont,,http://www.meadowlarkstore.com/,,/products/gift-card,,"
We are still shipping!  *New* ~ purchase a gift card to use online or in-store once we reopen.
Click here to purchase a digital gift card.
",,1
Rockland Bookstore,"145 College Rd, Suffern, NY 10901",Book store,airmont,,https://www.bkstr.com/rocklandccstore/home,,,,,,1
Mehudar Judaica,"1 Monsey Blvd, Monsey, NY 10952",Book store,airmont,,,,,,,,1
Libreria Cristiana Monte Calvario,"26 N Main St, Spring Valley, NY 10977",Book store,airmont,,,,,,,,1
Rarebookcellarcom,,Book store,airmont,,,,,,,,1
The Tales Of Reese,"1 Paragon Dr, Montvale, NJ 07645",Book store,airmont,,http://www.talesofreese.com/,,,/contact,,"
                Contact
              ",1
Montvale Schoolaged Child Care,"W Grand Ave, Montvale, NJ 07645",Comic book store,airmont,,,,,,,,1
Gotham Underground,"147 E Main St, Ramsey, NJ 07446",Comic book store,airmont,,http://www.gucomicshop.com/,,,,,,1
Barnes & Noble,"140 Rockland Plaza, Nanuet, NY 10954",Book store,airmont,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",https://stores.barnesandnoble.com/store/1960,,,,,,1
Princess Sydney Strong,,Childrens book store,airmont,,http://princesssydneystrong.com/?utm_source=gmb&utm_medium=referral,,,,,Contact Us,1
Dico Comix,,Comic book store,airmont,,https://www.youtube.com/channel/UCSta6wbKt3GYVoncT43oITQ?,,,,,,1
Pickwick Book Shop,"8 S Broadway, Nyack, NY 10960",Book store,airmont,,http://www.pickwickbookshop.com/,,,,,,1
Barnes & Noble,"The Palisades Center 4416, Palisades Center Dr, West Nyack, NY 10994",Book store,airmont,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",https://stores.barnesandnoble.com/store/2905,,,,,,1
Strand Book Store,"828 Broadway, New York, NY 10003",Book store,airmont,"Landmark shop specializing in new, used & rare books from philosophy to finance, plus bookish gifts.",http://www.strandbooks.com/,,,,,,1
Rizzoli Bookstore,"1133 Broadway, New York, NY 10010",Book store,airmont,"Storied bookstore in a townhouse specializing in illustrated tomes, literature & European magazines.",http://www.rizzolibookstore.com/,,/giftcard,/contact,Gift Cards,Contact Us,1
Kinokuniya New York,"1073 6th Ave, New York, NY 10018",Book store,airmont,"Japanese-based retailer known for its collection of Asian books & magazines, plus DVDs & stationery.",https://usa.kinokuniya.com/,,,/contact,,"
                Orders & Inquiries
              ",1
Argosy Book Store,"116 E 59th St, New York, NY 10022",Book store,airmont,Six-story bookstore stocking an enormous array of antiquarian and out-of-print volumes since 1925.,http://www.argosybooks.com/,,/gift-certificates.php,https://www.argosybooks.com/contact.php,"
Explore >
",Contact Us,1
The Corner Bookstore,"1313 Madison Ave, New York, NY 10128",Book store,airmont,"Compact nook offering a range of adult fiction & nonfiction books, from bestsellers to travel tomes.",http://cornerbookstorenyc.com/,,/product/gift-card/,https://cornerbookstorenyc.com/find-us/,Gift Cards,Find Us,1
Barnes & Noble,,Book store,airmont,,,,,,,,1
