name,address,type,place
Moonstruck,517 Lake Ave,American,asbury park
Pascal & Sabine,601 Bangs Ave,European,asbury park
Brando's Citi Cucina,162 Main St,Restaurant,asbury park
Talula's,550 Cookman Ave 108,Pizza,asbury park
Taka,660 Cookman Ave,Japanese,asbury park
Brickwall Tavern Asbury Park,522 Cookman Ave,Traditional American,asbury park
Porta Asbury Park,911 Kingsley St,Familyfriendly,asbury park
Stella Marina Restaurant & Bar,800 Ocean Ave,Italian,asbury park
Barrio Costero,610 Bangs Ave,Mexican,asbury park
The Bonney Read,525 Cookman Ave,Seafood,asbury park
Jimmy's Italian Restaurant,1405 Asbury Ave,Restaurant,asbury park
Toast Asbury Park,516 Cookman Ave,Brunch,asbury park
Frank's Deli & Restaurant,1406 Main St,Restaurant,asbury park
Belmontes Ristorante,632 Cookman Ave,Italian,asbury park
At the Table,311 Bond St,Restaurant,asbury park
Plaza Tapatia Restaurant,707 Main St,Mexican,asbury park
Cardinal Provisions,513 Bangs Ave,Brunch,asbury park
REYLA,603 Mattison Ave,Mediterranean,asbury park
Langosta Lounge,1000 Ocean Ave,Restaurant,asbury park
The Speakeatery,705 Cookman Ave,Restaurant,asbury park
Asbury Festhalle & Biergarten,527 Lake Ave,Restaurant,asbury park
The Robinson Ale House,1200 Ocean Ave,American,asbury park
Restaurant at Hotel Tides,408 7th Ave,American,asbury park
Capitoline,639 Cookman Ave,Italian,asbury park
Medusa Stone Fired Kitchen,711 4th Ave,Pizza,asbury park
Modine,601 Mattison Ave,Southern,asbury park
Kim Marie's Eat n Drink Away,1411 Kingsley St,Irish pub,asbury park
Loteria,632 Mattison Ave,Mexican,asbury park
Pop's Garage,1000 Ocean Ave,Mexican,asbury park
Cross & Orange,508 Cookman Ave,Gastropub,asbury park
The Anchor's Bend,1300 Ocean Ave,Grill,asbury park
Pasta Volo,419 Bond St,Italian,asbury park
Cielito Lindo 3 Mexican Restaurant,1206 Main St,Mexican,asbury park
MOGO Korean Fusion Tacos,632 Cookman Ave,Korean,asbury park
Twisted Tree Cafe,609 Cookman Ave,Health Food,asbury park
Plaza Tapatia,707 Main St,Mexican,asbury park
Cascada Restaurant and Bar,1114 Main St,Grill,asbury park
Lentil Tree,808 5th Ave,Mediterranean,asbury park
Crust & Crumble Pizzeria,633 Lake Ave,Pizza,asbury park
Cubacan Bar & Restaurant,800 Ocean Ave,Cuban,asbury park
Asbury Ale House Sports Bar & Grille,531 Cookman Ave,Restaurant,asbury park
The Chat & Nibble,932 Asbury Ave,Breakfast,asbury park
Tim McLoone's Supper Club,1200 Ocean Ave,Grill,asbury park
MOGO Korean Fusion Tacos,850 Ocean Ave,Korean,asbury park
Cuban Cafe,1007 Memorial Dr,Cuban,asbury park
Mark's Place & Restaurant,621 Main St,Jamaican,asbury park
Asbury Oyster Bar,1300 Ocean Ave,Oyster Bar,asbury park
Aloha Kafe and Foods,708 Emory St,Colombian,asbury park
Sami's Mediterranean Street Food,300 Main St,Mediterranean,asbury park
Islander Caribbean Restaurant,100 Memorial Dr,Caribbean,asbury park
Caribbean Restaurant,1004 Main St,Caribbean,asbury park
