name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Hair By Sunnie,"13295 Spring Valley Pkwy suite f, Victorville, CA 92395",Beauty salon,Victorville,,http://www.sunniesalon.com/,,,http://www.sunniesalon.com/contact-us/,,Contact Us,1,CA,92395,beauty_salon
Tangles,"12421 Hesperia Rd #16, Victorville, CA 92395",Beauty salon,Victorville,,http://www.tangleshair.net/,,,https://www.tangleshair.net/contact-us/,,Contact Us,1,CA,92395,beauty_salon
Janine Lauder Hair Curly Girl Devacurl Trained Stylist  Hairvana in salon18suites,"18564 Outer Hwy 18 N, Apple Valley, CA 92307",Beauty salon,Apple Valley,,http://www.janinelauder.com/,,,http://www.janinelauder.com/contact.html,,"

c o n t a c t
",1,CA,92307,beauty_salon
EYEBROW R US,"12715 Main St SUITE 710, Hesperia, CA 92344",Beauty salon,Hesperia,,http://www.hesperiaeyebrow.com/,,,https://applevalleyeyebrow.com/contact-us,,Contact Us,1,CA,92344,beauty_salon
Xquiz It Hairdressersalon,"15550 Main St B-8, Hesperia, CA 92345",Beauty salon,Hesperia,,http://xquizithairsalon.com/,,,http://xquizithairsalon.com/Contact.html,,Contact Us,1,CA,92345,beauty_salon
Pure Beauty By Jean,"18654 CA-18 Suite 201-114, Apple Valley, CA 92307",Beauty salon,Apple Valley,,http://www.purebeautybyjean.com/,,,https://purebeautybyjean.com/contact-our-apple-valley-location/,,Contact,1,CA,92307,beauty_salon
Lee's Nails,"2416 Santa Clara Ave, Alameda, CA 94501",Nail salon,Alameda,,http://leesnailsalameda.com/,,,http://leesnailsalameda.com/contact/,,Contact us,1,CA,94501,beauty_salon
Beauty Island Spa,"322 7th St, Oakland, CA 94607",Beauty salon,Oakland,,http://www.beautyislandspa.org/,,,https://www.beautyislandspa.org/contact,,CONTACT,1,CA,94607,beauty_salon
Sabai Salon & Blow Dry Bar,"2515 Santa Clara Ave #102, Alameda, CA 94501",Hair salon,Alameda,,http://sabaisalon.net/,,,http://sabaisalon.net/contact.html,,Contact,1,CA,94501,beauty_salon
Milagro Salon,"201 3rd St suite 101, Oakland, CA 94607",Beauty salon,Oakland,,http://www.milagrosalon.net/,,,https://www.milagrosalon.net/contact-location,,Location,1,CA,94607,beauty_salon
camellia beauty,"2002 Encinal Ave, Alameda, CA 94501",Beauty salon,Alameda,,http://www.camelliabeautysalon.com/,,,https://www.camelliabeautysalon.com,,CONTACT,1,CA,94501,beauty_salon
The Dreadlocks Salon,"341 7th St, Oakland, CA 94607",Beauty salon,Oakland,,http://www.dreadlockssalon.com/,,,http://dreadlockssalon.wixsite.com/mysite,,Contact,1,CA,94607,beauty_salon
Sport Clips Haircuts of Alameda Landing,"2640 5th St Suite #C, Alameda, CA 94501",Hair salon,Alameda,,https://haircutmenalamedaca.com/,,,https://www.sportclips.com/about-us/contact-us,,Contact Us,1,CA,94501,beauty_salon
The Salon by Robert Lupo,"1004 Central Ave, Alameda, CA 94501",Hair salon,Alameda,,http://www.thesalonalameda.com/,,,https://www.thesalonalameda.com/contact,,CONTACT,1,CA,94501,beauty_salon
Hair Be Gone,"2447 Santa Clara Ave #301, Alameda, CA 94501",Hair removal service,Alameda,,http://www.hair-be-gone.com/,,,http://hair-be-gone.com/contact/,,Contact,1,CA,94501,beauty_salon
Skin Deep,"3211 Encinal Ave suite d, Alameda, CA 94501",Skin care clinic,Alameda,,https://skindeepprofessional.com/,,,https://skindeepprofessional.com/contact/,,Contact,1,CA,94501,beauty_salon
Laser Skin Source,"2100 Otis Dr, Alameda, CA 94501",Laser hair removal service,Alameda,,http://laserskinsource.com/,,,http://laserskinsource.com/contactus,,"
Contact
",1,CA,94501,beauty_salon
Ice Beauty Salon and Spa,"1236 2nd Ave, Oakland, CA 94606",Beauty salon,Oakland,,http://www.icebeautysalonandspa.com/,,,http://www.icebeautysalonandspa.com/contact-1.html,,Contact,1,CA,94606,beauty_salon
Laser Skin Source Richard Nolan MD,"2100 Otis Dr suite b, Alameda, CA 94501",Laser hair removal service,Alameda,,http://www.laserskinsource.com/,,,http://www.laserskinsource.com/contactus,,"
Contact
",1,CA,94501,beauty_salon
Beauty Legend,"988 Broadway #151, Oakland, CA 94607",Beauty salon,Oakland,,https://www.beautylegend.net/,,,https://www.beautylegend.net/contact.html,,"
								Contact
							",1,CA,94607,beauty_salon
MIO Spa & Salon,"387 Grand Ave, Oakland, CA 94610",Beauty salon,Oakland,,http://www.salonetsalons.com/,,,https://www.salonetsalons.com,,CONTACT,1,CA,94610,beauty_salon
La Nana salon & flowers,"4224 Park Blvd, Oakland, CA 94602",Beauty salon,Oakland,,http://www.lananasalonflower.com/,,,http://www.lananasalonflower.com/contact-us.html,,contact us,1,CA,94602,beauty_salon
Lucia's Health & Beauty,"2421 Telegraph Ave Main Conference Room, Oakland, CA 94612",Beauty salon,Oakland,,http://www.luciahb.com/,,,http://www.luciahb.com/contact/,,Contact,1,CA,94612,beauty_salon
Natural Nails Plus,"3527 Grand Ave, Oakland, CA 94610",Nail salon,Oakland,,http://www.naturalnailsplus.com/,,,http://www.naturalnailsplus.com/contact.aspx,,CONTACT US,1,CA,94610,beauty_salon
Tinzee Nail Salon,"436 Fair Oaks Ave, South Pasadena, CA 91030",Nail salon,South Pasadena,,http://www.tinzeenailsalon.com/,,,http://www.tinzeenailsalon.com/contact-us,,CONTACT US,1,CA,91030,beauty_salon
Nail Lounge,"700 Fair Oaks Ave, South Pasadena, CA 91030",Nail salon,South Pasadena,,http://www.nailloungepasadena.com/,,,http://www.nailloungepasadena.com/contact.html,,"
				Contact
			",1,CA,91030,beauty_salon
Sam's Barber Shop,"1103 E Main St, Alhambra, CA 91801",Hair salon,Alhambra,,http://samsbarbershopalhambra.com/,,,https://samsbarbershopalhambra.com/contact/,,CONTACT,1,CA,91801,beauty_salon
Beauty in Motion Studio,"317 N San Marino Ave #B, San Gabriel, CA 91775",Beauty salon,San Gabriel,,http://www.beautyims.com/,,,http://www.beautyims.com/contact-us.html,,Contact Us,1,CA,91775,beauty_salon
J C Salon,"7705 Garvey Ave, Rosemead, CA 91770",Hair salon,Rosemead,,https://salonsbyjc.com/,,,https://salonsbyjc.com/contact/,,Contact,1,CA,91770,beauty_salon
Sport Clips Haircuts of South Pasadena  Fair Oaks,"1124 Fair Oaks Ave, South Pasadena, CA 91030",Hair salon,South Pasadena,,https://haircutmensouthpasadenaca.com/,,,https://www.sportclips.com/about-us/contact-us,,Contact Us,1,CA,91030,beauty_salon
The Nail Story,"27881 La Paz Rd B, Laguna Niguel, CA 92677",Nail salon,Laguna Niguel,,http://www.thenailstory.com/,,,https://www.thenailstory.com,,CONTACT,1,CA,92677,beauty_salon
Wild Iris Waxing  Wellness,"77 Vantis Dr, Aliso Viejo, CA 92656",Waxing hair removal service,Aliso Viejo,,http://wildiriswax.com/,,,http://wildiriswax.com/contact/,,contact,1,CA,92656,beauty_salon
Platinum Medical Spa,"6 Journey #145, Aliso Viejo, CA 92656",Medical spa,Aliso Viejo,,http://www.platinummedicalspa.com/,,,http://platinummedicalspa.com/contact/,,Platinum Medical Spa,1,CA,92656,beauty_salon
The House Salon,"23981 Alicia Pkwy STE 170, Mission Viejo, CA 92691",Beauty salon,Mission Viejo,,http://www.thehousesalon.com/,,,http://www.thehousesalon.com/info,,"
                contact
              ",1,CA,92691,beauty_salon
Velvet Skincare,"31 Vantis Dr, Aliso Viejo, CA 92656",Skin care clinic,Aliso Viejo,,http://velvetskincare.net/,,,http://velvetskincare.net/mailto:contact@velvetskincare.net,,contact@velvetskincare.net,1,CA,92656,beauty_salon
Beauty By Us,"27741 Crown Valley Pkwy #201, Mission Viejo, CA 92691",Beauty salon,Mission Viejo,,https://beautybyusoc.com/,,,https://beautybyusoc.com/contact-us,,Contact Us,1,CA,92691,beauty_salon
Sport Clips Haircuts of Laguna Niguel,"27311 La Paz Rd suite f, Laguna Niguel, CA 92677",Hair salon,Laguna Niguel,,https://haircutmenlagunaniguelca.com/,,,https://www.sportclips.com/about-us/contact-us,,Contact Us,1,CA,92677,beauty_salon
Better Health Living Skin Spa Services,"26671 Aliso Creek Rd UNIT 205, Aliso Viejo, CA 92656",Facial spa,Aliso Viejo,,http://betterhealthliving.com/,,,http://betterhealthliving.com/contact.html,,"
Contact
",1,CA,92656,beauty_salon
Tim Telles Hair,"95 Enterprise SUITE 2, Aliso Viejo, CA 92656",Hair salon,Aliso Viejo,,http://www.timtelleshair.com/,,,http://www.timtelleshair.com/contact,,"  

Contact us
",1,CA,92656,beauty_salon
Salon 356,"27601 Forbes Rd, Laguna Niguel, CA 92677",Beauty salon,Laguna Niguel,,http://www.salon356.com/,,,//www.salon356.com/contact-us,,Contact Us,1,CA,92677,beauty_salon
949 Lashes,"27601 Forbes Rd, Laguna Niguel, CA 92677",Beauty salon,Laguna Niguel,,http://949lashes.com/,,,http://949lashes.com/contact.html,,Contact,1,CA,92677,beauty_salon
