name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Rose Pink Boutique,"16137 Green Tree Blvd Unit 10, Victorville, CA 92395",Clothing store,Victorville,,http://www.rosepinkboutique.com/,,,https://rosepinkboutique.com/contact-us/,,Contact,1,CA,92395,clothing_store
Daisy's,"1347 Park St, Alameda, CA 94501",Gift shop,Alameda,,http://www.daisysmercantile.com/,,,https://daisysmercantile.com/contact,,CONTACT,1,CA,94501,clothing_store
Charlie Noble,"248 3rd St #521, Oakland, CA 94607",Men's clothing store,Oakland,,https://charlienobleclothing.com/,,,https://charlienobleclothing.com/pages/contact,,CONTACT,1,CA,94607,clothing_store
Movement Ink,"3832 MacArthur Blvd, Oakland, CA 94619",Clothing store,Oakland,,http://movement-ink.com/,,,http://movement-ink.com/contact/,,Contact Us,1,CA,94619,clothing_store
Pedal Cycling Alameda,"1525 Park St, Alameda, CA 94501",Clothing store,Alameda,,http://www.pedalcyclingalameda.com/,,,https://www.pedalcyclingalameda.com/phone,,CONTACT,1,CA,94501,clothing_store
Ermis Nava Inc,"902 Washington St, Oakland, CA 94607",Clothing store,Oakland,,http://www.ermisnava.com/,,,https://www.domainmarket.com/contact,,Contact,1,CA,94607,clothing_store
AMG7 Clothing Store,"425 Lee St, Oakland, CA 94610",Clothing store,Oakland,,http://thejacksoncollection.bigcartel.com/,,,http://thejacksoncollection.bigcartel.com/contact,,Contact,1,CA,94610,clothing_store
Rue de Mimo,"1514 Mission St, South Pasadena, CA 91030",Women's clothing store,South Pasadena,,http://www.ruedemimo.com/,,,http://ruedemimo.com/contact/,,Contact,1,CA,91030,clothing_store
I S Fashion,"100 E Main St #120, Alhambra, CA 91801",Clothing store,Alhambra,,http://www.shopvidorra.com/,,,https://www.shopvidorra.com/service/,,Contact,1,CA,91801,clothing_store
Johnny Was,"2537 Mission St, San Marino, CA 91108",Women's clothing store,San Marino,,https://johnnywas.com/,,,https://www.johnnywas.com/contact,,Contact,1,CA,91108,clothing_store
OC Sparkle,"27881 La Paz Rd A, Laguna Niguel, CA 92677",Formal wear store,Laguna Niguel,,http://www.ocsparkle.com/,,,https://ocsparkle.com/contact-us,,Contact Us,1,CA,92677,clothing_store
