name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Hair and Nail Republic Beauty SalonEducational Center,"17003 Bear Valley Rd, Hesperia, CA 92345",Beauty salon,Hesperia,,http://www.hairandnailrepublic.com/,,https://squareup.com/gift/K7K7HPQ3ZAMB5/order,http://www.hairandnailrepublic.com/contact,Buy Now,Contact,1,CA,92345,beauty_salon
Nailbar,"1229 Park St, Alameda, CA 94501",Nail salon,Alameda,,http://alamedanailbar.com/,,https://www.alamedanailbar.com/gift-card,https://www.alamedanailbar.com,GIFT CARD,CONTACT,1,CA,94501,beauty_salon
Simply Green Day Spa,"630 Grand Ave, Oakland, CA 94610",Day spa,Oakland,,http://simplygreendayspa.com/,,http://simplygreendayspa.com/gift-certificates/,,Gift Certificates,,1,CA,94610,beauty_salon
Tricia's Hair Studio,"25761 Obrero Dr #B, Mission Viejo, CA 92691",Beauty salon,Mission Viejo,,https://www.google.com/,,https://www.google.com/url?q=https://www.giftly.com/hair-salon-gift-cards/lake-forest-ca&sa=U&ved=2ahUKEwi_0bK75J3pAhVME6YKHY7rC1oQFjASegQIBRAB&usg=AOvVaw0aQ0fOqroTA85INMf5jpC0,,Lake Forest Hair Salon Gift Cards - California | Giftlyhttps://www.giftly.com › ... › Spa & Beauty › Hair Salons,,1,CA,92691,beauty_salon
CW Skin Beauty,"28570 Marguerite Pkwy #213, Mission Viejo, CA 92692",Skin care clinic,Mission Viejo,,http://www.cwskinbeauty.com/,,http://www.cwskinbeauty.com/specials,http://www.cwskinbeauty.com/contact,Specials and Gift Certificates,Contact,1,CA,92692,beauty_salon
OC Waxing,"27001 La Paz Rd #124, Mission Viejo, CA 92691",Waxing hair removal service,Mission Viejo,,http://ocwax.com/,,http://ocwax.com/gift-cards.html,,"
				GIFT CARDS
			",,1,CA,92691,beauty_salon
La Bella Laser & Slimming,"1004 N Santa Anita Ave, Arcadia, CA 91006",Medical spa,Arcadia,,https://www.labellals.com/,,https://www.labellals.com/product/la-bella-gift-card/,https://www.labellals.com/about/contact-us/,BUY GIFT CARDS,Contact Us,1,CA,91006,beauty_salon
Wax n' Peels,"530 W Huntington Dr Studio #21, Monrovia, CA 91016",Hair removal service,Monrovia,,http://www.waxnpeels.com/,,https://squareup.com/gift/AR1DW74E69C78/order,http://waxnpeels.com/contact/,Gift Certificate,Contact,1,CA,91016,beauty_salon
CEO Salon,"1110 Calloway Dr STE 100, Bakersfield, CA 93312",Beauty salon,Bakersfield,,http://www.theceosalon.com/,,http://www.theceosalon.com/giftcards.html,http://www.theceosalon.com/contact.html,Gift Cards,Contact,1,CA,93312,beauty_salon
Pizazz Salon & Spa,"5301 Office Park Dr, Bakersfield, CA 93309",Hair removal service,Bakersfield,,http://pizazzspa.com/,,https://pizazzspa.com/gift-cards/,https://pizazzspa.com/contact/,Gift Cards,Contact,1,CA,93309,beauty_salon
