name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Children's Book World,"10580 W Pico Blvd, Los Angeles, CA 90064",Book store,Los Angeles,"This retailer carries thousands of books for kids, parents & teachers, plus movies & audio books.",http://www.childrensbookworld.com/,,http://www.childrensbookworld.com/gift-certificate,http://www.childrensbookworld.com/how-find-us,Gift Certificates,How to Find Us,1,CA,90064,book_store
Book Soup Bookstore,"8818 Sunset Blvd, West Hollywood, CA 90069",Book store,West Hollywood,,http://www.booksoup.com/,,http://www.booksoup.com/gift-card-01-0,http://www.booksoup.com/contact,,Contact,1,CA,90069,book_store
More Moe's Art & Antiquarian,"2476 Telegraph Ave, Berkeley, CA 94704",Book store,Berkeley,,http://www.moesbooks.com/,,http://www.moesbooks.com/pages/books/100000GC50/moes-books/gift-card-50,https://www.moesbooks.com/contact.php,"

",Contact,1,CA,94704,book_store
East Bay Booksellers,"5433 College Ave, Oakland, CA 94618",Book store,Oakland,"Airy, independent bookstore also offering cards & gifts, plus readings, karaoke & other events.",http://www.ebbooksellers.com/,,https://squareup.com/gift/34SWDWX26A4PX/order,https://www.ebbooksellers.com/contact?fbclid=IwAR2GAlMHIRDaJcIKKgCpfBHHCGGRIoXruIp7Di2noi4_kvDA3ZC3Edo-6xs,GIFT CERTIFICATE PURCHASES,https://www.ebbooksellers.com/contact,1,CA,94618,book_store
Afikomen Judaica,"3042 Claremont Ave, Berkeley, CA 94705",Book store,Berkeley,"This shop carries a variety of items related to the Jewish faith, from books to jewelry to toys.",http://www.afikomen.com/,,http://www.afikomen.com/gift-certificate,http://www.afikomen.com/contact,Gift Certificate,Contact,1,CA,94705,book_store
Good Vibrations Berkeley,"2504 San Pablo Ave, Berkeley, CA 94702",Book store,Berkeley,,http://www.goodvibes.com/,,http://www.goodvibes.com/s/egift-card,http://www.goodvibes.com/customer-service/, EGIFT CARD,Contact Us,1,CA,94702,book_store
Bronco Bookstore,"3801 W Temple Ave, Pomona, CA 91768",Book store,Pomona,"Relaxed, campus retailer offering textbooks, school apparel, electronics & other school essentials.",http://www.broncobookstore.com/,,https://www.foundation.cpp.edu/giftcard/,http://www.broncobookstore.com/mailto:bookstore@cpp.edu,Campus Gift Cards,Email Us(Preferred): bookstore@cpp.edu,1,CA,91768,book_store
Orinda Books,"276 Village Square, Orinda, CA 94563",Book store,Orinda,"Enduring, indie bookstore with titles for the whole family plus groups, story hour & local art.",http://orindabooks.com/,,http://orindabooks.com/orinda-books-gift-certificate,http://visitor.r20.constantcontact.com/d.jsp?llr=vysrcxcab&p=oi&m=1102433536789&sit=pmsses7db&f=a49f3aca-b615-43ad-90cf-6ff40e11633b,,Sign Up for Our Newsletter,1,CA,94563,book_store
Napa Bookmine,"964 Pearl St, Napa, CA 94559",Used book store,Napa,,http://www.napabookmine.com/,,https://www.napabookmine.com/online-only-gift-certificate,http://www.napabookmine.com/contact-us,Online Gift Cards,Contact,1,CA,94559,book_store
William Stout Architectural Books,"804 Montgomery St, San Francisco, CA 94133",Book store,San Francisco,"Bi-level bookstore offering 1000s of titles on the subjects of architecture, art & design.",http://www.stoutbooks.com/,,http://www.stoutbooks.com/collections/gift-certificates,http://www.stoutbooks.com/pages/contact-us,Gifts,Contact,1,CA,94133,book_store
Golden Apple Comics,"7018 Melrose Ave, Los Angeles, CA 90038",Comic book store,Los Angeles,"Locally owned shop features a variety of graphic novels, games, toys & collectibles in a snug space.",http://www.goldenapplecomics.com/,,http://www.goldenapplecomics.com/collections/gift-certificates-and-cards,,"

",,1,CA,90038,book_store
Now Serving,"727 N Broadway #133, Los Angeles, CA 90012",Book store,Los Angeles,,https://www.nowservingla.com/,,https://www.nowservingla.com/collections/gift-card,,"
Gift Card
",,1,CA,90012,book_store
LACC Cub Store,"855 N Vermont Ave, Los Angeles, CA 90029",Book store,Los Angeles,,http://www.laccbookstore.com/,,https://www.laccbookstore.com/shop_product_list.asp?&catalog_group_id=MTM&catalog_group_name=R2lmdHM&catalog_id=81&catalog_name=R2lmdCBDZXJ0aWZpY2F0ZXM,https://www.laccbookstore.com/site_about_us.asp?,Gift Cards,Contact Us,1,CA,90029,book_store
City Lights Booksellers & Publishers,"261 Columbus Ave, San Francisco, CA 94133",Book store,San Francisco,,http://www.citylights.com/,,http://www.citylights.com/bookstore/?fa=books_giftcertificates,http://www.citylights.com/info/?fa=contactus,GIFT CERTIFICATES,Contact Us,1,CA,94133,book_store
Comickaze Comics Books and More I,"5517 Clairemont Mesa Blvd suite a, San Diego, CA 92117",Comic book store,San Diego,"Longtime retailer for comics, graphic novels & manga, plus figurines, statues & collectibles.",http://www.comickaze.com/,,https://squareup.com/gift/8C33SYKWHEFSJ/order,,eGift Cards,,1,CA,92117,book_store
Omnivore Books,"3885 Cesar Chavez, San Francisco, CA 94131",Book store,San Francisco,"Cozy, pint-sized shop that specializes in new & used cookbooks & also hosts author/chef events.",https://omnivorebooks.myshopify.com/,,https://omnivorebooks.myshopify.com/collections/gift-certificates,,Gift Certificates,,1,CA,94131,book_store
Dog Eared Books,"489 Castro St, San Francisco, CA 94114",Book store,San Francisco,,http://www.dogearedbooks.com/,,https://squareup.com/gift/J08260D2GPX2F/order,http://www.dogearedbooks.com/contact,"
      Gift Cards
    ",Contact,1,CA,94114,book_store
Libreria Pino,"548 Union St, San Francisco, CA 94133",Book store,San Francisco,,https://www.libreriapino.com/,,https://www.libreriapino.com/collections/gift-card,https://visitor.r20.constantcontact.com/d.jsp?llr=z9swgy5ab&p=oi&m=1132536220505&sit=o4bztvjnb&f=ec2688eb-199a-4f78-b4b4-b7399ccd17d1,"
                    Gift Card","
                  Newsletter",1,CA,94133,book_store
The Bindery,"1727 Haight St, San Francisco, CA 94117",Book store,San Francisco,,http://www.booksmith.com/,,https://www.booksmith.com/gift-certificate,http://www.booksmith.com/contact,,Contact Us,1,CA,94117,book_store
