name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Alameda Cinema Grill,"2301 Central Ave, Alameda, CA 94501",American,Alameda,"American bar & grill in the Alameda Cinema, with seating or options to carry into the theater.",http://www.alamedacinemagrill.com/,http://www.alamedacinemagrill.com/menus/,http://www.alamedacinemagrill.com/gift-cards/,http://www.alamedacinemagrill.com/contact/,,Contact,1,CA,94501,restaurant
La Penca Azul,"891-B Island Dr, Alameda, CA 94502",Mexican,Alameda,"Traditional Mexican dishes & street eats in a big, bright, bustling restaurant with a tequila bar.",http://www.lapencaazul.com/,,http://www.lapencaazul.com/menu/gift-cards,http://www.lapencaazul.com/contact, GIFT CARDS, Contact,1,CA,94502,restaurant
Koja Kitchen,"2680 5th St D, Alameda, CA 94501",Korean,Alameda,Food truck team's stylish permanent space serving innovative Korean & Japanese fusion dishes.,http://www.kojakitchen.com/,http://places.singleplatform.com/koja-kitchen-19/menu?ref=google,http://www.kojakitchen.com/gift-cards,http://www.kojakitchen.com/contact,order gift card no,CONTACT,1,CA,94501,restaurant
Spinning Bones,"1205 Park St, Alameda, CA 94501",Restaurant,Alameda,"A contemporary locale known for rotisserie meats & American sides, plus a few vegetarian items.",http://www.spinningbones.com/,https://www.spinningbones.com/all-day-menu,https://squareup.com/gift/N4C0HQ9MTXFD0/order,https://www.spinningbones.com/contact,Gift Cards,Contact,1,CA,94501,restaurant
Yoshi's,"510 Embarcadero West, Oakland, CA 94607",Japanese,Oakland,Combination sushi restaurant & nightclub offering Japanese fare & live jazz in a relaxed setting.,http://www.yoshis.com/,http://places.singleplatform.com/yoshis-jazz-club-and-japanese-restaurant/menu?ref=google,https://shop.yoshis.com/gifts,,Gift Cards/Shop,,1,CA,94607,restaurant
Beanery of Alameda,"1650 Park St, Alameda, CA 94501",Coffee shop,Alameda,,http://www.beaneryofalameda.com/,,https://squareup.com/gift/BRAT5C20AKHZ4/order,https://beaneryofalameda.square.site/,"
                Gift Cards
              ","
CLICK HERE TO ORDER ONLINE! We are open for Contactless Pick Up!
",1,CA,94501,restaurant
Lake Chalet,"1520 Lakeside Dr, Oakland, CA 94612",Seafood,Oakland,"Basic seafood, cocktails & Lake Merritt views are found at this renovated boathouse with a patio.",http://www.thelakechalet.com/,https://www.thelakechalet.com/menus/,http://www.thelakechalet.com/chalet-gift-cards,,Gift Cards,,1,CA,94612,restaurant
Chibiscus Ramen,"345 E Main St, Alhambra, CA 91801",Ramen,Alhambra,,http://chibiscus.com/,,http://chibiscus.com/?category=Physical+Giftcard,http://chibiscus.com/contact,"
              Physical Giftcard
            ","
            Contact
          ",1,CA,91801,restaurant
The Granada LA,"17 S 1st St, Alhambra, CA 91801",Restaurant,Alhambra,"Nightclub has DJs & Latin bands, bottle service & tapas along with ballroom dancing nights.",http://www.thegranadala.com/,,https://www.thegranadala.com/dance-studio/gift-certificates/,,Gift Certificates,,1,CA,91801,restaurant
Julienne Fine Foods And Celebrations,"2649 Mission St, San Marino, CA 91108",French,San Marino,Bustling standby for creative French breakfast & lunch dishes in a cozy cafe setting with a patio.,http://www.juliennetogo.com/,https://docs.google.com/document/d/1JiYdOJ8aFkZAFV3-cVK1PIDYetauyZmSzWDY_b9klD0/edit?usp=sharing,https://www.toasttab.com/julienne/giftcards,https://www.juliennetogo.com/contact-us/,Gift Cards,Contact,1,CA,91108,restaurant
Bagels & Brew,"26601 Aliso Creek Rd Suite D, Aliso Viejo, CA 92656",Cafe,Aliso Viejo,Family-owned cafe serves everything from salads & pancakes to sandwiches on its housemade bagels.,http://www.bagelsandbrew.com/,http://av.bagelsandbrew.com/,http://www.bagelsandbrew.com/gift_card.html,,,,1,CA,92656,restaurant
Spike's Fish House,"27020 Alicia Pkwy, Laguna Niguel, CA 92677",Seafood,Laguna Niguel,"Relaxed counter-serve restaurant offering a rotating fish selection for salads, wraps & plates.",http://www.spikesfishhouse.com/,,http://www.spikesfishhouse.com/store/gift-cards/,http://www.spikesfishhouse.com/contact/,Order Gift Cards,Contact,1,CA,92677,restaurant
Sgt Pepperoni's Pizza Store,"26601 Aliso Creek Rd Suite D, Aliso Viejo, CA 92656",Pizza,Aliso Viejo,,http://www.sgtpepps.com/,,//scontent-lax3-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/94328217_544577373094003_292453181515620974_n.jpg?_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=3b4HOhZZZXUAX9slO5M&oh=c0cb8e4eb429776bc3a0b4364adb0c18&oe=5ECD41BF,,,,1,CA,92656,restaurant
