name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched,state,zipcode,store_type
Whitelam Books,"610 Main St, Reading, MA 01867",Book store,Reading,http://www.whitelambooks.com/,,,,,https://www.whitelambooks.com/contact,CONTACT,1,MA,01867,book_store
Used Book Superstore,"256 Cambridge St, Burlington, MA 01803",Used book store,Burlington,http://www.usedbooksuperstore.com/,,,,,http://www.usedbooksuperstore.com/contact,Contact Us,1,MA,01803,book_store
Bearly Read Books,"320 Boston Post Rd, Sudbury, MA 01776",Rare book store,Sudbury,http://www.bearlyreadbooks.com/,,,,,http://www.bearlyreadbooks.com/contact_us.htm,,1,MA,01776,book_store
The Bookstore of Gloucester,"61 Main St #5783, Gloucester, MA 01930",Book store,Gloucester,http://www.thebookstoreofgloucester.com/,,,,,http://www.thebookstoreofgloucester.com/contact,"
                Contact
              ",1,MA,01930,book_store
Dogtown Book Shop,"132 Main St, Gloucester, MA 01930",Used book store,Gloucester,https://www.dogtownbooks.com/,,,,,https://www.dogtownbooks.com/contact-us,Contact Us,1,MA,01930,book_store
Barrow Book Store,"79 Main St #2, Concord, MA 01742",Book store,Concord,http://barrowbookstore.weebly.com/,,,,,https://www.barrowbookstore.com/contact,Contact,1,MA,01742,book_store
Rodney's Bookstore,"698 Massachusetts Ave, Cambridge, MA 02139",Used book store,Cambridge,https://www.rodneysbookstore.com/,,"Sizable used bookstore with a large library, plus items such as cards, knickknacks & posters.",,,https://www.rodneysbookstore.com/page/contact-us,Contact Us,1,MA,02139,book_store
First Unitarian Church Thrift Shop,"71 8th St, New Bedford, MA 02740",Thrift store,New Bedford,http://uunewbedford.org/,,,,,https://uunewbedford.org/?page_id=77,Contact,1,MA,02740,book_store
Book Ends,"559 Main St, Winchester, MA 01890",Book store,Winchester,http://www.bookendswinchester.com/,,"Charming bookshop features a range of bestselling titles for all ages, plus frequent author events.",,,http://www.bookendswinchester.com/contact,Contact Us,1,MA,01890,book_store
New England Mobile Book Fair,"241 Needham St, Newton Upper Falls, MA 02464",Book store,Newton Upper Falls,http://www.nebookfair.com/,,,,,http://www.nebookfair.com/contacts,Email Us,1,MA,02464,book_store
Frugal Bookstore,"57 Warren St, Roxbury, MA 02119",Book store,Roxbury,http://frugalbookstore.net/,,,,,http://frugalbookstore.net/pages/contact-us,"
            Contact Us
          ",1,MA,02119,book_store
Gardner Game Knights,"44 Main St, Gardner, MA 01440",Game store,Gardner,http://gardnergameknights.com/,,,,,http://gardnergameknights.com/pages/contact-us,"
Contact Us
",1,MA,01440,book_store
Sister Thrift,"1251 Worcester Rd, Framingham, MA 01701",Thrift store,Framingham,http://sisterthrift.com/,,,,,http://sisterthrift.com/contact/,Contact,1,MA,01701,book_store
American Girl Consignment,"95 Washington St, Holliston, MA 01746",Toy store,Holliston,http://www.americangirlconsignment.com/,,,,,http://americangirlconsignment.com/contact/,Contact,1,MA,01746,book_store
New England Scout Shop  Boy Scouts of America,"23 Turnpike Rd, Southborough, MA 01772",Gift shop,Southborough,http://www.facebook.com/,,,,,http://www.facebook.com/#,Contact New England Scout Shop on Messenger,1,MA,01772,book_store
Ashland University Main Campus Store,"401 College Ave, Ashland, OH 44805",Book store,Ashland,http://www.ashlandbookstore.com/,,,,,http://www.ashlandbookstore.com/contact.aspx,Fundraising Opportunities,1,OH,44805,book_store
Twenty Stories,"107 Ives St, Providence, RI 02906",Book store,Providence,http://twentystoriesla.com/,,,,,http://twentystoriesla.com/contact,"
                Contact
              ",1,RI,02906,book_store
Christian Science Reading Room,"136 Westminster St, Providence, RI 02903",Christian book store,Providence,http://www.christianscience.com/,,,,,http://www.christianscience.com/find-us,Find us,1,RI,02903,book_store
StoryBook Dolls,"36 Romoli Ave, South Attleboro, MA 02703",Gift shop,South Attleboro,http://storybookdoll.com/,,,,,https://www.storybookdoll.com/contact,Contact,1,MA,02703,book_store
Lovecraft Arts & Sciences,"65 Weybosset St, Providence, RI 02903",Book store,Providence,http://weirdprovidence.org/,,,,,http://weirdprovidence.org/contact.html,"
				Contact
			",1,RI,02903,book_store
Women of Wisdom,"118 Washington St, North Easton, MA 02356",Gift shop,North Easton,https://www.womenofwisdominc.com/,,,,,https://www.womenofwisdominc.com/contact.html,Contact,1,MA,02356,book_store
Trading Post Music,"233 Albany Turnpike, Canton, CT 06019",Book store,Canton,http://www.tradingpostct.com/,,,,,https://www.tradingpostct.com/index.php/contacts,Contact Us ,1,CT,06019,book_store
Blast From The Past,"315 Main St, Falmouth, MA 02540",Gift shop,Falmouth,http://www.blastfromthepastma.com/,,,,,http://www.blastfromthepastma.com/CONTACT%20US.htm,,1,MA,02540,book_store
The Children's Book Garden,"11310 Manklin Creek Rd #4, Berlin, MD 21811",Book store,Berlin,http://www.bookandtoygarden.com/,,,,,https://www.bookandtoygarden.com/contact,Contact Us,1,MD,21811,book_store
Polly Becker illustration,"258 Shawmut Ave #5, Boston, MA 02118",Magazine store,Boston,http://www.pollybecker.com/,,,,,http://www.pollybecker.com/about,Contact & About,1,MA,02118,book_store
Blackstone's of Beacon Hill,"46 Charles St, Boston, MA 02114",Gift shop,Boston,http://www.blackstonesbeaconhill.com/,,"Eclectic haunt offering a wide & whimsical array of collectible figurines, home decor & more.",,,http://www.blackstonesbeaconhill.com/pages/contact-us-1,Contact Us,1,MA,02114,book_store
Business Coop,"Spangler Center, Basement Floor, Batten Way, Boston, MA 02163",Gift shop,Boston,http://store.thecoop.com/,,,,,http://store.thecoop.com/contact-us/,Contact Us,1,MA,02163,book_store
The Boston Shaker,"69 Holland St, Somerville, MA 02144",Book store,Somerville,http://www.thebostonshaker.com/,,This smart shop featuring a range of cocktail-making supplies & books also offers mixology classes.,,,https://www.thebostonshaker.com/about/contact/,Contact,1,MA,02144,book_store
Pandemonium Books & Games,"4 Pleasant St, Cambridge, MA 02139",Game store,Cambridge,http://www.pandemoniumbooks.com/,,"Book & game shop focusing on the science fiction, horror & fantasy genres, plus frequent events.",,,http://www.pandemoniumbooks.com/tel:617-547-3721,"


Shape
Created with Sketch.








",1,MA,02139,book_store
Al's Old and New Book Store,"360 E William St #102, Wichita, KS 67202",Used book store,Wichita,http://www.alsoldbooks.com/,,,,,http://www.alsoldbooks.com/contact_us,Contact Us,1,KS,67202,book_store
Brazos Bookstore,"2421 Bissonnet St, Houston, TX 77005",Book store,Houston,http://www.brazosbookstore.com/,,"Veteran bookshop stocking fiction, poetry, history, crime, children's, education & indie titles.",,,http://www.brazosbookstore.com/about/contact,Contact,1,TX,77005,book_store
Volume One Books,"8910 Taft St, Pembroke Pines, FL 33024",Used book store,Pembroke Pines,http://www.volumeonebooks.com/,,Densely packed storefront with used books ranging from science fiction to kids' selections.,,,http://www.volumeonebooks.com/contact-us," Contact Us

",1,FL,33024,book_store
Classical Conversations,"255 Air Tool Dr #2164, Southern Pines, NC 28387",Christian book store,Southern Pines,http://www.classicalconversations.com/,,,,,https://cta-redirect.hubspot.com/cta/redirect/2204908/af063885-460a-42c7-b4b8-3ba3231d6067,,1,NC,28387,book_store
Saint Paul Religious Articles Shop,"1330 Sunshine Ave, Leesburg, FL 34748",Gift shop,Leesburg,http://ccstpaul.com/,,,,,http://ccstpaul.com/contact-us/,Staff Directory,1,FL,34748,book_store
The Juilliard Store,"144 W 66th St, New York, NY 10023",Book store,New York,http://www.thejuilliardstore.com/,,"Official bookstore for the Juilliard School, stocking sheet music & books, T-shirts & gifts.",,,http://www.thejuilliardstore.com/about-us#block-nodeblock-14,Contact,1,NY,10023,book_store
Reformed Theological Seminary Jackson,"5422 Clinton Blvd, Jackson, MS 39209",Book store,Jackson,http://www.rts.edu/,,,,,http://www.rts.edu/about/contact/,Contact,1,MS,39209,book_store
Open Door Bookstore,"128 Jay St, Schenectady, NY 12305",Book store,Schenectady,http://www.opendoor-bookstore.com/,,,,,http://www.opendoor-bookstore.com/mailto:general-info@opendoor-bookstore.com,Contact Us,1,NY,12305,book_store
R&B Used Books,"12830 Saginaw Rd # F, Grand Blanc, MI 48439",Used book store,Grand Blanc,http://www.randbusedbooks.com/,,,,,http://www.randbusedbooks.com/contact.html,"
				Contact
			",1,MI,48439,book_store
Toy Box,"1376 Washington St, Hanover, MA 02339",Toy store,Hanover,http://www.thetoyboxhanover.com/,,,,,https://www.thetoyboxhanover.com/contact,Send us a message,1,MA,02339,book_store
Joie De Vivre,"1792 Massachusetts Ave, Cambridge, MA 02140",Gift shop,Cambridge,http://www.joiedevivre.net/,,"Compact quirky shop sells a range of whimsical toys, jewelry, books & gifts in an upbeat atmosphere.",,,http://www.joiedevivre.net/mailto:info@joiedevivre.net?subject=I%20was%20on%20your%20website%20and%20wanted%20to%20ask%20you, contact ,1,MA,02140,book_store
DanaFarber Gift Shop,"450 Brookline Ave, Boston, MA 02215",Gift shop,Boston,http://www.dana-farber.org/,,,,,http://www.dana-farber.org/contact-us/,Contact Us,1,MA,02215,book_store
Tokai,"1815 Massachusetts Ave, Cambridge, MA 02140",Gift shop,Cambridge,http://www.tokaigifts.com/,,"Relaxed shop features traditional Japanese housewares, clothing & gifts in an intimate interior.",,,http://www.tokaigifts.com/contact,Contact,1,MA,02140,book_store
Cheapo Records,"538 Massachusetts Ave, Cambridge, MA 02139",Record store,Cambridge,http://www.cheaporecords.com/,,"Veteran music store stocking a vast range of used vinyl, cassettes & CDs in an array of genres.",,,http://www.cheaporecords.com/contact/,Contact,1,MA,02139,book_store
Black Swan Books,"3310-C, Rosedale Ave, Richmond, VA 23230",Book store,Richmond,http://www.blackswanbooks.com/,,"Quaint, indie bookseller with a large selection of used & rare titles, plus maps & printed ephemera.",,,https://www.blackswanbooks.com/contact.php,Contact,1,VA,23230,book_store
Virginia Book Company,"900 W Franklin St, Richmond, VA 23284",Book store,Richmond,http://www.vabookco.com/,,,,,https://www.vabookco.com/ePOS?this_category=124&store=351&form=shared3%2fgm%2fmain.html&design=351,Contact Us,1,VA,23284,book_store
Gospel Book Store,"4842 S Laburnum Ave, Henrico, VA 23231",Book store,Henrico,https://thegospelbookstore.com/,,,,,https://thegospelbookstore.com/contact-us/,Contact Us,1,VA,23231,book_store
Small Friend Records & Books,"1 N Lombardy St, Richmond, VA 23220",Book store,Richmond,https://www.smallfriend.org/,,,,,https://www.smallfriend.org/contact,Contact,1,VA,23220,book_store
St Benedict Center,"95 Fay Martin Rd, Richmond, NH 03470",Book store,Richmond,http://catholicism.org/,,,,,https://catholicism.org/contactus,Contact/Visit,1,NH,03470,book_store
La Provence,"4 Main St, Rockport, MA 01966",Gift shop,Rockport,http://www.laprov.com/,,,,,http://www.laprov.com/contact,Contact,1,MA,01966,book_store
Parnassus Books,"3900 Hillsboro Pike #14, Nashville, TN 37215",Book store,Nashville,http://www.parnassusbooks.net/,,,,,http://www.parnassusbooks.net/contact,Contact Us,1,TN,37215,book_store
The Golden Notebook,"29 Tinker St, Woodstock, NY 12498",Book store,Woodstock,http://www.goldennotebook.com/,,,,,http://www.goldennotebook.com/contact,CONTACT US,1,NY,12498,book_store
Barrington Books,"Garden City Center, 176 Hillside Rd, Cranston, RI 02920",Book store,Cranston,http://www.barringtonbooks.com/,,,,,http://www.barringtonbooks.com/contact.html,"
										Contact
									",1,RI,02920,book_store
Barnes & Noble at Roger Williams University Bookstore,"The Commons, 1 Old Ferry Rd, Bristol, RI 02809",Book store,Bristol,http://rwu.bncollege.com/,,,,,http://rwu.bncollege.com/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=31552,Contact Us,1,RI,02809,book_store
The Time Capsule,"1732 Fall River Ave, Seekonk, MA 02771",Comic book store,Seekonk,http://timecapsulecomics.com/,,,,,http://timecapsulecomics.com/contact/,Contact,1,MA,02771,book_store
Hermitage Bookshop,"290 Fillmore St, Denver, CO 80206",Rare book store,Denver,http://www.hermitagebooks.com/,,"Long-standing bookstore offering rare & vintage books, 1st editions & Victorian yellowbacks.",,,http://www.hermitagebooks.com/contact.html,Contact Us,1,CO,80206,book_store
US Government Publishing Office Bookstore,"E-270, 15 Sudbury St, Boston, MA 02203",Book store,Boston,http://www.gpo.gov/,,,,,http://www.gpo.gov/how-to-work-with-us/agency/contact-your-team,Contact Your Team,1,MA,02203,book_store
Green Aura Shop,"45 A Main St, Williamsburg, MA 01096",Gift shop,Williamsburg,http://www.greenaurashop.com/,,,,,http://www.greenaurashop.com/mailto:greenaurashop@gmail.com,greenaurashop@gmail.com,1,MA,01096,book_store
