name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched,state,zipcode,store_type
Sara Campbell,"41 Main St, Concord, MA 01742",Women's clothing store,Concord,http://www.saracampbellwebsite.com/,,,Buy a Gift Card,http://www.saracampbellwebsite.com/tel:617-482-7272,https://www.saracampbell.com/contact,CONTACT US,1,MA,01742,clothing_store
Nautica,"110 Premium Outlet Blvd #110, Lee, MA 01238",Clothing store,Lee,https://www.nautica.com/,,,"
 Gift Cards
",https://www.nautica.com/giftcard,https://www.nautica.com/contactus,E-mail,1,MA,01238,clothing_store
Catwalk Boutique Lenox,"26 Church St, Lenox, MA 01240",Women's clothing store,Lenox,http://catwalkboutique.org/,,,Gift Cards,https://interland3.donorperfect.net/weblink/weblink.aspx?name=E14194&id=106,https://catwalkboutique.org/contact-us/,Contact Us,1,MA,01240,clothing_store
Meraki welivelikethis,"29 State St, Newburyport, MA 01950",Women's clothing store,Newburyport,http://www.merakiwelivelikethis.com/,,,"
              Gift Card
            ",http://www.merakiwelivelikethis.com/?category=Gift+Card,http://www.merakiwelivelikethis.com/get-in-touch,"
        
        Contact Us
      ",1,MA,01950,clothing_store
Uncommon Threads,"60 Island St, Lawrence, MA 01840",Clothing store,Lawrence,https://uncommonthreads.org/,,,purchase a gift certificate to Uncommon Closet,https://squareup.com/gift/Y09FN7F9FFC4P/order,https://uncommonthreads.org/contact/,Contact,1,MA,01840,clothing_store
Just Jeans,"430 Essex St, Lawrence, MA 01840",Men's clothing store,Lawrence,https://www.justjeans.com.au/,,," Gift Cards
														",https://www.justjeans.com.au/shop/en/justjeans/gift-card,https://www.justjeans.com.au/shop/en/justjeans/contact-us,Contact Us,1,MA,01840,clothing_store
The Black Dog General StoreCLOSED,"11 Main St, Edgartown, MA 02539",Clothing store,Edgartown,https://www.theblackdog.com/,,"Retailer selling casualwear, accessories & gifts with its signature dog logo for men, women & kids.",Gift Card Balance,https://www.theblackdog.com/pages/gift-card-balance,https://www.theblackdog.com/pages/contact-us,Contact Us,1,MA,02539,clothing_store
Healing Hands Bodywork & Massage,"Beach Rd, Edgartown, MA 02539",Clothing store,Edgartown,http://www.healinghandsmv.com/,,,"

			Promotions & Gift Certificates
		
",http://www.healinghandsmv.com/promotions--gift-certificates.html,,"
				BOOK / CONTACT
			",1,MA,02539,clothing_store
SLIP77,"19 Circuit Ave, Oak Bluffs, MA 02557",Clothing store,Oak Bluffs,http://www.slip77.com/,,,"
                    Gift Card
                  ",http://www.slip77.com/collections/gift-card,,,1,MA,02557,clothing_store
Mint Julep,"6 Church St, Cambridge, MA 02138",Women's clothing store,Cambridge,http://www.shopmintjulep.com/,,"Quaint boutique with stylish, upmarket clothing & accessories for women, including designer pieces.","
                      Gift Certificates
                  ",http://www.shopmintjulep.com/collections/gift-certificates,http://www.shopmintjulep.com/pages/contact-us-1,"
                Contact Us
            ",1,MA,02138,clothing_store
