name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Le Chateau De Soul,"19250 Outer Hwy 18 N, Apple Valley, CA 92307",Beauty salon,Apple Valley,,http://lechateaudesoul.com/,,,http://lechateaudesoul.com/contact-us,," Contact Us

",1,CA,92307,beauty_salon
Salon 18 Suites,"18564 CA-18 #201, Apple Valley, CA 92307",Beauty salon,Apple Valley,,http://www.salon18suites.com/,,,http://www.salon18suites.com/contact/,,Contact,1,CA,92307,beauty_salon
Salon One,"1327 Park St, Alameda, CA 94501",Beauty salon,Alameda,,http://www.salononealameda.com/,,,http://salononealameda.com/contact-2/,,Contact,1,CA,94501,beauty_salon
Salon 1500,"1500 Encinal Ave, Alameda, CA 94501",Beauty salon,Alameda,,http://www.salon1500alameda.com/,,,http://salon1500alameda.com/contact-us/,,Contact Us,1,CA,94501,beauty_salon
Orange,"1825 Encinal Ave, Alameda, CA 94501",Beauty salon,Alameda,,http://www.orangesalonalameda.com/,,,http://www.orangesalonalameda.com/contact,,"
            Contact
          ",1,CA,94501,beauty_salon
iSalon,"2327 Blanding Ave STE D, Alameda, CA 94501",Beauty salon,Alameda,,http://www.isalonalameda.com/,,,https://www.isalonalameda.com/contact,,Contact,1,CA,94501,beauty_salon
Studio M Salon,"3111 Santa Clara Ave, Alameda, CA 94501",Beauty salon,Alameda,,http://studiomsalonalameda.com/,,,http://studiomsalonalameda.com/contact.html,,CONTACT,1,CA,94501,beauty_salon
Hi Beauty Salon,"1419 Webster St, Alameda, CA 94501",Beauty salon,Alameda,,https://hisalonalameda.com/,,,https://hisalonalameda.com/contact,,Contact Us,1,CA,94501,beauty_salon
Complements Hair Design,"1422 Everett St, Alameda, CA 94501",Beauty salon,Alameda,,http://www.complementshairdesign.com/,,,http://www.complementshairdesign.com/contact-us,,Contact Us,1,CA,94501,beauty_salon
Twist Salon,"1906 Encinal Ave, Alameda, CA 94501",Beauty salon,Alameda,,http://www.twist-salon.com/,,,http://www.twist-salon.com/contact.php,,Contact,1,CA,94501,beauty_salon
Hair Tech,"1549 Webster St, Alameda, CA 94501",Beauty salon,Alameda,,http://www.hairtechalameda.com/,,,https://www.hairtechalameda.com/contact,,Contact,1,CA,94501,beauty_salon
Vicky's Nails,"901 Central Ave, Alameda, CA 94501",Nail salon,Alameda,,http://www.vickysalon.com/,,,http://www.vickysalon.com/contactus.php,,,1,CA,94501,beauty_salon
