name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Tiffany's Hair Studio,"14845 Monarch Blvd R, Victorville, CA 92395",Beauty salon,Victorville,,http://tiffanyshairstudio.com/,,http://stylenet.com/TiffanysHairStudio/gift-certificates/,http://stylenet.com/TiffanysHairStudio/contact-us/,Gift Certificates,Contact Us,1,CA,92395,beauty_salon
Starbaby Studio,"1309 Park St, Alameda, CA 94501",Beauty salon,Alameda,,http://www.starbabystudioalameda.com/,,https://squareup.com/gift/Q33P5RBTV2TSQ/order,http://www.starbabystudioalameda.com/contact,Order A Gift Card,Contact,1,CA,94501,beauty_salon
K'bella Salon,"1505 Broadway, Alameda, CA 94501",Beauty salon,Alameda,,http://kbellasalon.com/,,http://kbellasalon.com/about/buy-gift-cards/,http://kbellasalon.com/contact/,Buy K Bella Gift Cards,Contact,1,CA,94501,beauty_salon
Conscious Skin Care,"2236 Mariner Square Dr, Alameda, CA 94501",Beauty salon,Alameda,,http://myconsciousskincare.com/,,http://myconsciousskincare.com/gift-certificates,http://myconsciousskincare.com/contact,"
            GIFT CERTIFICATES
          ","
            Contact
          ",1,CA,94501,beauty_salon
Club Nails,"27311 La Paz Rd C, Laguna Niguel, CA 92677",Nail salon,Laguna Niguel,,http://clubnailspa.com/,,http://clubnailspa.com/#buy-gift-card,,Purchase,,1,CA,92677,beauty_salon
Niloo Hair Design at home or Studio OC,"23982 Aliso Creek Rd, Laguna Niguel, CA 92677",Beauty salon,Laguna Niguel,,http://hairservicesathome.com/,,http://stylenet.com/NilooHairDesign2/gift-certificates/,http://stylenet.com/NilooHairDesign2/contact-us/,Gift Certificates,Contact,1,CA,92677,beauty_salon
BellaBar Organic Spa and Boutique,"8295 E Monte Vista Rd suite b, Anaheim, CA 92808",Beauty salon,Anaheim,,http://www.bellabaroc.com/,,https://www.bellabarbeauty.com/products/25-gift-card,https://www.bellabaroc.com,buy gift card,CONTACT,1,CA,92808,beauty_salon
AK Esthetics,"107 G St, Antioch, CA 94509",Day spa,Antioch,,http://akesthetics.skincaretherapy.net/,,http://akesthetics.skincaretherapy.net/gift-certificates,http://akesthetics.skincaretherapy.net/contact-information,Gift Certificates,Contact Information,1,CA,94509,beauty_salon
Hair and Nail Republic Beauty SalonEducational Center,"17003 Bear Valley Rd E, Hesperia, CA 92345",Beauty salon,Hesperia,,http://hairandnailrepublic.com/,,https://squareup.com/gift/K7K7HPQ3ZAMB5/order,http://hairandnailrepublic.com/contact,Buy Now,Contact,1,CA,92345,beauty_salon
Arcadia Nail Bar,"21 S 1st Ave, Arcadia, CA 91006",Nail salon,Arcadia,,http://arcadia-nailbar.com/,,https://app.yiftee.com/gifts/egift_and_gift_cards/arcadia-nail-bar,https://www.arcadia-nailbar.com/contact-us-1,Buy GIFT CARD,CONTACT US,1,CA,91006,beauty_salon
Dye Pretty Hair Studio,"Inside Scizzor Group, 122 N Baldwin Ave, Sierra Madre, CA 91024",Beauty salon,Sierra Madre,,http://www.dyeprettyhairstudio.com/,,https://squareup.com/gift/QJXR1DT2P3WKC/order,https://www.dyeprettyhairstudio.com,"Purchase E-Gift Card




",CONTACT,1,CA,91024,beauty_salon
E Salon  Spa,"10930 Stockdale Hwy #104, Bakersfield, CA 93311",Beauty salon,Bakersfield,,http://www.esalonspas.com/,,http://www.esalonspas.com/product/gift-card/,,Gift Card,,1,CA,93311,beauty_salon
Essentiels Spa Et Beaute,"9000 Ming Ave K7, Bakersfield, CA 93311",Beauty salon,Bakersfield,,http://edayspas.com/,,https://edayspas.com/about/gift-cards/,https://edayspas.com/about/contact-us/,Gift Card Sale,Contact Us,1,CA,93311,beauty_salon
Jessica's Hair & Nails,"1400 Brundage Ln #104, Bakersfield, CA 93304",Hair salon,Bakersfield,,https://www.jessicahairandnails.com/,,https://www.jessicahairandnails.com/gift-card,https://www.jessicahairandnails.com/contactus,Gift Card,Contact Us,1,CA,93304,beauty_salon
Privato Salon & Spa,"9500 Brimhall Rd #306, Bakersfield, CA 93312",Hair salon,Bakersfield,,http://www.privatosalonandspa.com/,,http://www.privatosalonandspa.com/gift-cards-1,http://www.privatosalonandspa.com/c-o-n-t-a-c-t,GIFT CARDS,CONTACT,1,CA,93312,beauty_salon
V Nails & Spa,"8116 California Ave D, South Gate, CA 90280",Nail salon,South Gate,,http://www.vnailsspa.com/,,http://www.vnailsspa.com/gift-card,http://www.vnailsspa.com/contactus,E-Gift,Contact Us,1,CA,90280,beauty_salon
Maru Hair Salon,"1400 Shattuck Ave #9, Berkeley, CA 94709",Beauty salon,Berkeley,,http://www.marusalon.com/,,https://www.thegiftcardcafe.com/cart/index.php?storeID=19027,https://www.marusalon.com,GIFT CARDS,CONTACT,1,CA,94709,beauty_salon
Keter Salon,"2030 Fourth St, Berkeley, CA 94710",Beauty salon,Berkeley,,http://ketersalon.com/,,https://www.thegiftcardcafe.com/cart/index.php?storeID=18709,,,,1,CA,94710,beauty_salon
Moonshadow Salon,"2634 Ashby Ave, Berkeley, CA 94705",Beauty salon,Berkeley,,https://www.moonshadowsalon.com/,,https://www.moonshadowsalon.com/dev/gift-cards/,https://moonshadowsalon.com/about-us/contact/,Gift Cards,Contact Us,1,CA,94705,beauty_salon
modena salon,"1722 Solano Ave, Berkeley, CA 94707",Hair salon,Berkeley,,http://www.modenasalon.com/,,http://www.modenasalon.com/gift-cards,http://www.modenasalon.com/#home-upcoming-retreats,"
            Gift Cards
          ","

Home - Contact
",1,CA,94707,beauty_salon
Solemates Nail Spa,"1483 Shattuck Ave, Berkeley, CA 94709",Nail salon,Berkeley,,http://www.solematesnailspa.com/,,https://solemates.boomtime.com/lgift,http://www.solematesnailspa.com/contactus.html,Instant Gift Certificate: ,Contact Us,1,CA,94709,beauty_salon
Organicare Spa Nail and Foot Retreat,"1413 Martin Luther King Jr Way, Berkeley, CA 94709",Nail salon,Berkeley,,https://www.organicarespa.com/,,https://organicarespa.com/e-gift-card/,https://organicarespa.com/contact/,E-Gift Card,Contact,1,CA,94709,beauty_salon
Meche,"8820 Burton Way, Beverly Hills, CA 90211",Beauty salon,Beverly Hills,,http://www.mechesalonla.com/,,//instagram.com/p/B-0gxP_DM4g/,https://mechesalonla.com/contact/,,Contact,1,CA,90211,beauty_salon
Nick Chavez Salon,"9032 Burton Way, Beverly Hills, CA 90211",Beauty salon,Beverly Hills,,http://nickchavezbeverlyhills.com/,,http://nickchavezbeverlyhills.com/giftcertificates.php,,"
          Gift Certificate
        ",,1,CA,90211,beauty_salon
Gavert Atelier Salon,"9666 Brighton Way, Beverly Hills, CA 90210",Beauty salon,Beverly Hills,,http://www.gavertatelier.com/,,https://www.gavertatelier.com/gift-certificates,https://www.gavertatelier.com/contact,Gift Certificates,Contact,1,CA,90210,beauty_salon
DDG Drop Dead Gorgeous Hair & Make Up,"208 S Beverly Dr #205, Beverly Hills, CA 90212",Beauty salon,Beverly Hills,,http://www.ddgsalon.com/,,http://www.ddgsalon.com/gift-card.html,http://www.ddgsalon.com/contact.html,Gift Card,Contact,1,CA,90212,beauty_salon
Angel Nails & Spa,"101 W Central Ave ste a, Brea, CA 92821",Nail salon,Brea,,http://angelnailsspabrea.com/,,https://angelnailsspabrea.com/gift-card/,https://angelnailsspabrea.com/contact-us/,gift card,Contact us,1,CA,92821,beauty_salon
Eyelash Boutique & Co Formally Goddess Beauty Lounge,"8300 Brentwood Blvd, Brentwood, CA 94513",Waxing hair removal service,Brentwood,,http://www.eyelashboutiqueca.com/,,https://www.instagram.com/p/B8crOIzH-yf/,http://www.eyelashboutiqueca.com/contact,"

","
        Contact
      ",1,CA,94513,beauty_salon
Onyx Salon,"1113 Burlingame Ave, Burlingame, CA 94010",Beauty salon,Burlingame,,http://www.onyxsalonburlingame.com/,,https://onyxsalon.millenniumegift.com/,http://www.onyxsalonburlingame.com/contact/,Gift Certificates,Contact,1,CA,94010,beauty_salon
Lunula Nail Spa,"401 Primrose Rd suite b, Burlingame, CA 94010",Beauty salon,Burlingame,,http://lunulanailspa.com/,,https://squareup.com/gift/2R899DDR9K0SA/order,https://www.lunulanailspa.com/contact-us-1,e-Gift Card,CONTACT US,1,CA,94010,beauty_salon
Spa Elysee,"1360 Broadway, Burlingame, CA 94010",Nail salon,Burlingame,,http://www.spaelysee.com/,,http://www.spaelysee.com/gift-card,http://www.spaelysee.com/contact,GIFT CARDS (BUY ONLINE),CONTACT,1,CA,94010,beauty_salon
Face To Face Esthetics,"1000 Paseo Camarillo suite 136, Camarillo, CA 93010",Beauty salon,Camarillo,,http://www.facetofaceesthetics.com/,,https://facetoface1.boomtime.com/lgift,https://www.genbook.com/bookings/slot/reservation/30049531?bookingContactId=2840161241&category=1617509647,Buy A Gift Certificate,reserve your appointment today,1,CA,93010,beauty_salon
Designers Ltd FullService Salon Lash Studio Hair & Skin Care Retail Store,"2523 S Winchester Blvd, Campbell, CA 95008",Hair salon,Campbell,,http://designerscampbell.com/,,http://stylenet.com/DesignersLimited/gift-certificates/,http://stylenet.com/DesignersLimited/contact-us/,Gift Certificates,Contact,1,CA,95008,beauty_salon
The Right Spot Salon,"1645 S Bascom Ave, Campbell, CA 95008",Beauty salon,Campbell,,http://www.therightspotsalon.com/,,https://www.therightspotsalon.com/sherryhair/gift-certificates.html,https://www.therightspotsalon.com/sherryhair/contact-us.html,Gift Certificates,Appointments,1,CA,95008,beauty_salon
