name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Micaela Greg,"1202 Lincoln Ave, Alameda, CA 94501",Women's clothing store,Alameda,,http://micaelagreg.com/,,,http://micaelagreg.com/pages/contact,,Contact,1,CA,94501,clothing_store
Janene's Bridal Boutique,"2226 S Shore Center, Alameda, CA 94501",Bridal shop,Alameda,"Cozy full-service salon with dresses from a range of designers, plus alterations, jewelry & more.",http://janenesbridal.com/,,,http://janenesbridal.com/contact,,Contact,1,CA,94501,clothing_store
Offhand Designs,"918 Central Ave, Alameda, CA 94501",Clothing store,Alameda,,http://www.offhanddesigns.com/,,,http://www.offhanddesigns.com/pages/contact-info,,Contact Us,1,CA,94501,clothing_store
Vidorra,"100 E Main St #120, Alhambra, CA 91801",Women's clothing store,Alhambra,,http://www.shopvidorra.com/,,,https://www.shopvidorra.com/service/,,Contact,1,CA,91801,clothing_store
Second Time Around Antiques Vintage & Thrift Shop,"2801 W Valley Blvd ste a, Alhambra, CA 91803",Thrift store,Alhambra,"Enduring, family-run business stocking antique furniture & vintage clothing, plus odds & ends.",https://www.secondtimearoundca.com/,,,https://www.secondtimearoundca.com/contact,,"
            Contact
          ",1,CA,91803,clothing_store
Sky Hosiery Inc,"1088 Westminster Ave, Alhambra, CA 91803",Women's clothing store,Alhambra,,https://musiclegs.com/,,,https://www.musiclegs.com/contacts/,,Contact Us,1,CA,91803,clothing_store
TK Garment Supply Inc,"515 S Palm Ave #5, Alhambra, CA 91803",Vintage clothing store,Alhambra,,http://tkgarmentsupply.com/,,,http://tkgarmentsupply.com/contact/,,CONTACT,1,CA,91803,clothing_store
Dynashape Intima Corporation,"2121 Orange St, Alhambra, CA 91803",Clothing store,Alhambra,,http://dynashapeintima.com/,,,http://dynashapeintima.com/Contact_Us.html,,Contact Us,1,CA,91803,clothing_store
Monterey Park Outlet,"214 S Garfield Ave, Monterey Park, CA 91755",Clothing store,Monterey Park,,http://montereyparkoutlet.weebly.com/,,,http://montereyparkoutlet.weebly.com/contact.html,,"
				Contact
			",1,CA,91755,clothing_store
Mujer Moderna Inc,"508 Monterey Pass Rd, Monterey Park, CA 91754",Women's clothing store,Monterey Park,,http://www.mujermodernausa.com/,,,https://www.mujermodernausa.com/contacto/,,CONTACTO,1,CA,91754,clothing_store
iCollection,"3038 W Valley Blvd, Alhambra, CA 91803",Lingerie store,Alhambra,,http://icollectionlingerie.com/,,,http://icollectionlingerie.com/contact.html,,"
				Contact
			",1,CA,91803,clothing_store
Soultique,"23976 Aliso Creek Rd, Laguna Niguel, CA 92677",Clothing store,Laguna Niguel,,http://soultique.net/,,,http://soultique.net/contact.html,,Contact,1,CA,92677,clothing_store
Alicia,"2058 E Lincoln Ave, Anaheim, CA 92806",Clothing store,Anaheim,,http://www.anaheimtownsquare.com/,,,https://www.anaheimtownsquare.com/contact-us/,,Contact Us,1,CA,92806,clothing_store
ValueMaxx,"2316 S Harbor Blvd, Anaheim, CA 92802",Clothing store,Anaheim,Strip-mall outlet offering an array of brand-name clothing for children & adults at discount prices.,http://shopvaluemaxx.com/,,,http://shopvaluemaxx.com/pages/contact-us,,Contact us,1,CA,92802,clothing_store
BST Clothing,"12277 Apple Valley Rd, Apple Valley, CA 92308",Clothing store,Apple Valley,,http://bstclothing.com/,,,http://www.livelifekustom.com/contact/,,Contact,1,CA,92308,clothing_store
